Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_3,feature_4,feature_8,feature_11,feature_15,feature_21,feature_23,feature_24,feature_26,feature_28,feature_35,feature_36,feature_42,feature_44,feature_46,feature_51,feature_58,feature_60,feature_63,feature_76,feature_86,feature_90,feature_93,feature_99,feature_102,feature_107,feature_109,feature_111,feature_113,feature_117,feature_122,feature_128,feature_136,feature_139,feature_143,feature_145,feature_151,feature_154,feature_166,feature_174,feature_178,feature_182,feature_187,feature_189,feature_201,feature_207,feature_209,feature_213,feature_219,feature_222,feature_223,feature_226,feature_229,feature_232,feature_233,feature_234,feature_237,feature_238,feature_244,feature_256
61.0,61.0,,-0.90778023,-0.615234137,-1.313554049,-1.956728458,-1.451303959,-2.501688242,-1.062871933,1.387384653,0.070820995,-0.965972066,1.903802037,0.853994131,-0.227006748,-2.904864311,-0.340057433,0.559696436,0.63717556,-0.74923408,-1.543835759,0.520923972,1.427392721,-0.835838616,-2.876277447,1.362787366,-1.891043782,0.145251915,0.411742747,0.236323997,-0.811822236,0.431843847,-1.054959536,1.677459359,-1.990178227,1.630278111,1.388376594,2.013641357,-0.971024513,0.100116439,-2.899742126,3.420656443,-1.882065654,1.000834227,0.158982307,0.525292158,-1.987412333,-0.285387129,1.80289185,1.380995512,-0.237187654,-0.326177955,-1.366167665,-1.931767106,-0.145078212,-0.049626298,0.705279887,-0.457047611,1.315367341,-2.902876854,0.41598627,-1.883534551
27.0,27.0,,-0.868846238,-0.620612383,1.447705746,-0.96063,-1.784590483,-0.970457911,1.433130264,2.84529829,-0.324200124,-1.440591335,-1.950679898,-0.14868705,0.215836078,-1.11472702,1.197728395,0.924021721,1.180571795,0.230516657,-1.81983614,2.471168995,0.509101987,-2.442340136,-0.38229242,-1.295019388,-3.437772274,1.171739459,0.521881819,-0.3549245,-0.518797636,-1.678786039,0.638590276,1.307863116,-2.653161764,0.382425159,1.491296172,1.117016673,-1.299563885,0.024654021,0.08121521,1.927652836,-1.49200809,1.109392166,0.145234406,-0.329816967,1.839745164,-0.89260602,1.159995794,-1.416803479,-2.367902517,-2.122742176,-1.002929807,-1.581485987,1.211155415,-0.943320513,1.48931706,-1.173732281,1.723123074,-0.364243239,1.191115141,-1.366446853
27.0,27.0,,0.32161811,0.421813458,1.148440719,-2.765800238,0.03271341,-0.716930509,-0.236572877,0.483234823,-0.008948534,-1.297795892,-0.04130001,3.456457853,1.675179601,-0.67514044,-0.733720362,0.147251204,-0.024167202,-0.835473359,-0.647104502,1.601592541,-0.561399341,-1.659060121,1.104905128,-2.119397163,-1.282282114,-1.240482926,-0.745794833,-2.238987207,-2.273925781,-0.381815016,0.537473738,-0.42146188,-1.799002647,-0.127337098,1.774221182,0.613092303,-0.743582666,1.368460298,-0.522292554,-0.488824964,0.220310703,2.511427641,-1.742427111,-0.833806217,-0.595076144,-0.79539001,0.375736475,0.383521706,-0.587524414,-1.329084992,-1.219962597,-0.515369415,1.58232224,0.226908371,2.187755346,1.33917129,3.623205185,-1.166825771,0.156336531,-1.507142782
27.0,27.0,,0.601031482,-0.383049577,1.697793603,-1.622232795,-0.731792271,-1.162704349,-0.263083279,-0.48070389,-0.026817217,-0.985908151,1.967730641,3.529769659,0.788523614,-2.221849442,-0.374141037,0.20577018,0.649631143,-2.017625332,-1.402086139,2.527842045,-1.245794535,-2.825941563,-0.004695861,-1.410383463,-0.127717867,0.638669908,0.033946238,-0.957695842,-2.591917276,-0.678170204,-0.257672518,-1.573277473,-0.331751913,3.38406992,1.295695305,1.220637798,-2.645743608,0.632699192,0.641818881,-0.712894619,-1.859312415,2.269669294,-0.589660883,-1.665676117,0.277632385,-0.739145339,0.675521195,0.589409053,-0.673812687,-1.158768296,-0.960265458,-1.670808554,1.237992167,0.285823494,1.696908355,-0.596024394,1.295872688,-1.942553163,0.330569714,-2.605197668
27.0,27.0,,-1.701973677,1.375602722,0.845167756,-1.979021549,-0.504398704,-1.902536511,0.334946215,1.195641041,-0.320236355,-2.565962315,-1.372993469,-0.408814698,1.061094761,0.001903607,0.380074531,2.626492023,1.035851359,-0.049345382,-0.858668089,3.278659582,0.329738826,-2.382914543,-0.031620942,-2.440979004,-3.173225164,0.322628498,-0.06764324,-0.657207191,-0.185196102,-1.253361464,0.178283066,1.079961777,-1.685021043,0.338589162,1.490668178,1.115729809,-0.91976738,0.134266034,-1.538619161,0.242288813,1.002524257,0.477374017,-0.239006028,-0.272300661,0.881415725,-0.585327506,0.623645067,-1.015801191,-3.165932894,-1.6249125,-0.188921601,-0.610352933,1.407671094,-2.321775913,2.782893181,-0.36541149,3.683627844,-0.174336091,0.372618794,-1.2504704
27.0,27.0,,2.402230263,-0.022632776,1.384897113,-2.650718689,-1.020933986,-1.67861855,-1.080321431,0.359063178,0.623745978,0.591676772,-0.258878171,2.730015039,0.767936051,-1.578619838,0.23193635,0.148902759,0.139582172,-1.100781083,-1.706506252,0.876535058,-0.797206879,-1.964704156,0.417045444,0.095949948,-0.288781524,-0.910722733,-0.717444539,-1.998101354,-2.86640811,0.325259566,1.657462239,0.113397598,-0.239877567,-0.693156183,1.022723198,0.460368961,-1.187021852,0.269856215,-0.866005659,0.974589288,-0.399303973,2.524007082,-0.550915062,-1.197164297,-0.506788552,-0.047036771,1.479951024,0.733210683,-0.114121228,-0.511069238,-0.541223526,-0.065972932,1.00492084,0.275677353,2.395791531,0.756294131,3.16946435,-1.347914577,-0.200880021,-1.390254974
27.0,27.0,,-1.334086299,0.247974217,1.114006758,-2.535591125,-1.064969778,-1.759183764,-0.326492518,-0.413923562,-0.436490804,-1.217741489,-0.622945368,1.785416603,2.377222538,-0.842017055,-0.29609102,2.910090685,-1.716579318,-1.464070916,-0.76721704,2.885204792,0.690884948,-1.154391885,-0.058091011,-2.389329433,-2.895189285,1.100720525,0.034664661,-1.345413327,-1.402991056,0.050872043,-1.081524134,-0.132030368,-1.902899265,0.92390883,3.205250978,0.584652364,-1.201176405,-0.105847597,-0.89307332,0.64036572,0.021107258,1.349542856,-2.611076593,-1.150320888,-0.125777453,0.107861593,1.750664353,-1.107904315,-1.858806252,-0.585960031,0.434122145,-0.938090146,1.314296126,-0.985702753,2.789074183,-0.557710588,2.280823231,0.8409217,2.336610317,-1.613841414
27.0,27.0,,0.41956988,0.124856964,1.629944324,-1.420740962,-1.766458035,-1.025306463,-0.433921307,1.373824716,0.804531813,-0.586791813,-1.252642155,3.998887539,0.526409864,-1.59786725,-1.546754837,0.447719812,0.664846718,-2.507395744,-2.046026945,1.231078863,-0.646165311,-1.957033396,0.003641605,-1.322055817,0.28871572,2.318192005,1.098077536,-1.621413112,-0.743296146,-1.137235045,-1.429506302,-0.253205836,-2.55385828,0.019833446,0.292614818,1.319071531,-0.981637776,0.776187897,-1.368167877,0.443710446,-2.231775045,2.94517684,-0.120396525,0.123644657,-2.048362732,-0.382882506,0.665014327,0.660048842,0.532492876,-0.435425043,-1.333652735,-2.415376663,-0.092336401,0.339211285,1.874002457,1.229655743,1.61257875,-3.367188931,0.613515079,-0.803336442
27.0,27.0,,0.247840539,-0.364248723,1.648940563,-2.636956692,-1.693589687,0.423046708,0.630772948,0.681672335,0.072019063,-2.598002434,-0.064405657,0.660008371,1.554056644,-1.004758358,-0.881877661,-0.62302506,0.479600996,-0.232862994,-1.710180163,3.068559885,0.284974843,-2.82240057,-0.826248348,-1.039144754,-2.662932396,0.15240021,0.007374801,-1.228481174,-1.949918628,0.258564919,0.380772233,-0.398260474,-1.781731367,2.025020838,1.443783879,0.923383176,-1.616070986,0.226732686,1.417822957,0.500914037,-1.629409313,1.911065221,-0.920697153,-0.236457169,0.884166539,-1.446855068,1.111837983,-0.671658754,-3.348101139,-2.321596622,-1.298065662,-0.54941982,0.907155752,0.099928878,0.333193719,-1.145463824,1.058765411,0.302063286,0.559371948,-4.198077679
27.0,27.0,,-0.56209892,-1.193395615,1.015913963,-1.320263982,-1.248865724,-1.002364039,-1.365843534,1.365024328,0.054660957,0.379181594,-0.09833762,1.750993729,1.839855433,-2.108005285,-0.061679903,2.201874971,-0.264097333,-1.122211218,-1.308614731,2.625129938,0.41817075,-1.702872753,0.160861209,-0.439802587,-1.519880772,0.216211885,0.284537286,-1.147332072,-1.454972267,-0.860721111,0.510053396,-0.25143826,-0.811418355,2.177528381,3.143994093,1.445490837,-1.029530764,-0.790487707,0.193418443,1.836183786,-0.898651242,1.199197769,-0.979722083,-0.899186134,0.042753085,-0.595060527,2.622006655,-2.188894987,-1.05230391,-0.928309143,0.191445485,-2.03439188,0.887194872,0.089953668,2.994962454,-1.43938148,0.85489732,0.277932793,2.283411264,-1.307761908
27.0,27.0,,1.261229992,-0.215502307,0.853793323,-1.963462472,-1.832489133,-1.126349568,-1.312077403,0.711966813,0.166915759,0.566194952,0.640774429,1.900463581,0.640078604,-1.05438292,-0.247661904,-0.798018217,-0.406997114,-1.187516093,-1.70097816,0.819452584,-0.852331102,-1.238614917,-0.081412226,-0.315963507,-1.030464292,-0.267639905,-0.466267437,-0.965493441,-1.861971498,0.347051948,0.322792053,-0.098278798,-0.563459575,0.352874517,1.152788281,0.816786349,-1.095817924,0.587475598,-1.235826015,0.889682949,-0.186033651,1.640382171,-0.883523703,0.24218154,-1.984428525,-0.589276373,1.791166306,1.346505284,-0.337250471,-0.664461195,-1.066237807,-0.491336912,1.119565368,0.090432025,2.203298569,0.092454135,2.755067587,-0.971514046,-0.24727197,-1.928550601
27.0,27.0,,-0.869652152,-0.157195404,0.530349255,-2.112374067,0.041350111,-1.801406264,-0.379863679,0.464843631,-0.227638811,-1.560914159,-1.558349967,1.700505614,2.40421319,-2.030857086,0.745858431,3.753201485,0.060182761,-0.554751098,-1.322768092,3.503268003,0.798403203,-2.127266884,0.699265659,-1.384801745,-2.140282631,0.295471936,-0.383137345,-1.289334893,-0.854103208,-1.965623736,-0.235234633,-0.381010443,-2.171578407,0.760698438,3.08581233,0.456690848,-1.488298178,-0.673584819,-0.215795547,1.091576338,-0.087610483,0.963705182,-1.270944953,-0.799169481,-0.022999382,-0.051695816,1.273688078,-2.790376186,-2.065323114,-2.050959587,0.138498843,-2.18054533,0.171597034,-0.327917933,3.245966673,-0.301378518,1.457866192,0.672818005,2.5812006,0.156112611
27.0,27.0,,0.069593966,-2.034594297,1.298307896,-1.133480072,-2.116193533,1.421720624,-0.79559058,3.320077658,0.642567992,0.839709878,-0.553224623,-0.297250688,1.141972303,-2.472563505,-0.681240082,1.851313353,0.922700524,-0.185097978,-1.601236701,1.361592889,0.08938466,-3.293058395,-0.497505128,-2.079682827,-1.344387531,1.530285478,-0.607832432,-0.447516471,-2.438049555,-2.247024059,0.227282792,-0.070588529,-1.19806993,1.420992017,1.816343784,3.858454466,-1.625954151,-1.012042522,-0.899502218,2.580459118,-1.348638177,0.347672045,0.498087615,-0.45682767,0.232584119,0.030665521,-0.543962598,-0.694325984,-0.28663975,-1.516693115,0.252286613,-2.556968927,0.617508054,0.481074333,0.190483212,-2.027323961,1.933440208,-1.596667409,1.610655427,0.307551116
31.0,26.0,,0.714122415,0.926356852,2.513876438,-1.12336421,-1.793070197,-0.781117976,-1.285890698,1.512030721,1.408540368,-0.587240636,0.658523798,2.973554373,1.094903708,-2.378798962,-0.166561693,0.023178101,1.234827518,-1.751106143,-1.900426745,1.342551112,-0.953726053,-1.908196211,-0.929856598,0.047391597,0.497980267,0.9018749,0.199991614,-1.092959881,-1.561833143,-0.088172816,0.694847882,-0.716819584,-1.474209428,2.198372126,0.487040251,1.364581704,-1.757510066,0.715977967,-0.226305053,1.529368043,-1.709024549,2.044250727,0.337568849,0.53059566,-1.342177629,-1.108139515,1.212306499,0.095441259,-0.232644305,-0.373889655,-0.424201041,-1.385858774,0.71694386,1.181306481,1.874218822,-0.686929584,1.167416692,-2.188220263,0.696926892,-2.622619152
27.0,27.0,,0.412025303,0.169155106,0.494662255,-0.987137854,-2.740936279,-0.133478269,-1.420872211,1.50957334,0.05026881,-2.160402298,0.496598423,2.546464443,-0.663607717,-2.878589153,-0.145767525,0.055832881,1.638738155,-2.163412333,-1.246707797,2.569448471,-1.670307398,-3.680374146,0.819489658,-1.700645208,-0.170150205,0.685426593,-1.575362682,-0.487531811,-3.755609035,-1.689236522,-0.947872281,-2.661878824,-1.585283637,1.595711589,3.104026318,1.708432317,-2.924705267,2.419169188,-0.697469711,0.405921966,-1.830262065,3.307824612,-1.164574265,-0.614076972,-0.117384449,-2.450073719,-1.320118904,0.34408316,-0.423241496,-3.036831379,-1.546893954,-1.75158,1.867392898,0.635332406,0.149165124,0.479694724,1.500965357,-1.563073874,1.637786031,-2.485508919
27.0,27.0,,0.806262374,0.276248574,1.154275179,-2.129315138,-0.989758313,-1.048954368,-0.410714805,1.61362946,-0.700802922,-0.730004966,-0.432301432,2.282913923,1.858396292,-1.472694755,-0.178729668,0.714944839,0.697304845,-1.410976291,-2.300338745,1.113130689,-0.792616725,-1.188101172,0.142529845,-1.077435017,-0.807561874,-0.970347583,-0.984951794,-1.977905393,-2.668137789,-0.519408345,0.582289755,-0.286710411,-0.872718334,0.43762517,0.54455477,1.359277248,-1.82991147,1.328556657,0.260502309,-0.036246337,0.518562496,2.293493509,-1.013127446,-0.099994123,-0.689070344,-0.597016633,0.293635815,1.7275455,-0.357114524,-0.136304364,-0.297824264,-0.787431657,2.065480232,0.436505318,3.453707695,0.650205433,3.43000102,-1.731529593,-2.058421612,-1.23848629
27.0,27.0,,0.051436082,0.885419786,2.21815896,-2.195363522,-1.261763573,-0.243979052,-0.662656724,-0.153087839,-0.78169924,-0.699747682,-0.503789902,0.965871036,0.682678223,-0.778415442,-1.022860885,0.674336076,-0.129108354,-0.257135749,-1.169702768,1.361052871,-1.110794544,-1.997601032,0.925446987,-2.028363943,-0.716929376,1.218652248,0.21952042,-0.484668911,-1.727336168,-0.716396332,-0.331894875,0.284722626,-0.192113698,2.293884516,1.295014143,1.94004941,-1.396681547,0.251989007,-0.082301274,1.184691668,0.328490227,2.437255144,-1.363456368,-1.638317704,-1.465494871,-1.360730767,1.23311305,0.058657799,-0.74711287,-0.866340339,0.780517638,-1.352700233,-0.151106611,0.290182978,2.307368994,-0.542140424,2.991061449,-1.333479047,2.207429409,-1.800471187
27.0,27.0,,0.420907289,2.100568771,1.484341741,-2.966029406,-0.977912605,-1.255887628,-0.296110064,-1.554736972,0.053301238,-0.797694087,-0.801173687,2.04237771,2.145867109,-1.480509043,-1.347711086,1.205513477,0.082729988,-0.574518919,-0.693738163,2.13884449,-0.085993789,-2.215660095,1.544448972,-1.452044725,-0.517358661,0.89533633,0.044520207,0.271121889,-2.865157366,0.065297358,1.090359688,-0.616508543,-1.002821445,1.451091766,1.724187613,1.294960976,-1.444707394,-0.246278077,-0.611926019,2.379528284,2.618871689,1.405013442,-1.220782042,-1.207221389,-1.189035535,-0.4958736,2.191806316,-0.273702085,-2.361497402,0.208233684,0.691366792,-1.805471778,1.109941959,-0.307921648,2.529965878,-0.278306931,2.312221289,0.186592981,2.330850601,-1.669266105
23.0,23.0,,-0.387738734,-1.281825304,0.29148984,0.193993196,-0.584883392,-3.517440557,1.452344894,1.221461535,-1.273250818,1.470281243,0.264784932,2.587622404,-0.626790881,-2.961982489,-0.530238748,0.86672008,0.857952714,0.148131266,-1.058092952,1.315432906,-0.163958177,-2.501723766,-1.64471209,-0.74450171,0.210459068,2.120372772,1.054771066,-2.014496803,0.666505694,-2.692523718,-0.832564354,1.41091001,-0.341326237,2.662248135,1.032832503,2.748228788,-1.909512162,-0.50339818,-0.860581696,2.118739843,-0.929414809,-0.657026052,0.888454616,-0.467401713,1.746453166,-1.176733136,1.118008614,0.232903466,3.411198854,-1.62559402,1.81093955,-2.157823086,2.574110508,0.42991063,1.950947285,-1.859751344,0.400745749,-1.522643328,1.461846709,-1.806553841
23.0,23.0,,-0.093165055,-0.923857093,-1.367722511,-0.989623547,-1.467490554,-2.376002073,-2.295425415,2.022955418,0.116562448,0.343961328,0.305517823,2.212251425,1.281410575,-2.843397141,-0.317073673,-0.382366061,1.126009703,-0.311272651,-1.785771132,1.013406634,0.668088496,-1.739107013,-1.632258415,2.157829762,0.328602433,-0.626548231,-0.128215566,-0.332342476,-1.5963974,-0.279766828,-0.19303064,0.859056056,-1.448132873,1.834056735,3.102094889,2.005185604,-1.654713988,-0.228895634,-1.254615307,1.099746466,-1.578433156,0.791366339,-0.113105483,-0.018181924,0.042108424,-0.45178476,1.161385179,-0.543493092,1.808677077,-2.021890879,-0.477340609,-0.071588613,1.57883513,0.127448246,1.319537282,-0.788747549,1.592766523,-1.927648664,2.523456812,-0.775848091
23.0,23.0,,0.226916,-1.266585708,-0.938071132,-1.203462601,-2.15593338,-2.148827314,-1.667455435,1.19282949,0.689127028,-0.159633517,-0.039918363,1.218207359,0.675015152,-3.270980358,-0.812476695,0.07591629,1.14436686,-1.981227398,-1.577949047,1.664480329,0.555579245,-1.566745043,-2.738175392,2.336500406,0.280234486,-0.655206263,-0.517052591,-0.57009083,-0.481817871,0.197823599,0.18129161,0.548484206,-1.618822217,2.478514671,1.783173561,1.297317147,-2.567355394,-0.208663359,-0.992444158,1.807204366,-2.515646935,1.42222321,-0.378855526,-0.232297167,-0.115228534,-0.005111529,1.4179914,0.308599412,0.84117192,-1.250102162,-0.796781063,-0.048750438,0.729683876,-0.162281305,1.406550646,0.102871723,-0.197386861,-1.511153817,1.837807536,-1.192462444
23.0,23.0,,1.167148113,0.484148294,0.691422403,-0.049607482,-0.11353571,-2.560524225,0.123857498,1.399482727,0.741331935,-0.326149285,-1.645796895,4.001681328,0.854055464,-2.468050957,-0.522875369,-0.04808956,1.274603128,-1.076105356,-1.426602006,0.043876402,0.743850827,-2.411684036,0.190715298,0.621936381,0.748457909,-0.39655292,0.966778696,-1.631825089,0.179269761,-1.203201294,1.291742802,1.864185691,-1.95084691,0.570977986,0.968945622,-0.615091205,-1.482411861,-0.581290245,-0.623342037,0.58708483,-1.159464121,0.633599102,0.139912352,0.731281579,0.6351372,-0.144489408,0.623319566,-0.920680463,1.43422389,0.18434903,-0.714324057,-0.633301318,2.829212666,1.34418726,1.265718699,0.935407162,0.091853112,-0.34923324,1.498715043,0.61699903
23.0,23.0,,-0.434901029,-0.532088339,0.334727257,-0.297223359,-1.578042507,-0.546021163,1.07555306,2.639764309,0.680865049,-0.675242364,-0.164530322,0.308793962,0.77535367,-1.887290001,0.214322224,-1.894218326,1.527146697,-1.566663027,-1.948512316,0.246659875,0.275349349,-1.093090296,0.408795238,0.066862158,-2.580763817,-1.354266763,0.824596226,-0.964385569,-0.142500654,-1.166957498,0.50944227,0.406190932,-2.496416807,1.072033882,0.802001297,1.150889516,-0.86533016,0.174665675,-0.252438217,0.289439172,-0.843840718,0.259223074,0.311762542,-0.001353362,0.76474154,-1.453115702,1.63989675,-0.173929259,0.006649124,0.138916448,-0.933982968,0.093499154,2.122500181,0.739331663,1.49848783,0.373390973,0.367410839,1.24472332,-0.15237543,-0.79074055
23.0,26.0,,0.59473592,0.090910621,1.318512678,-1.903001904,-0.309212625,-0.713138521,-1.707370877,1.414551139,1.005423188,1.47732234,0.876332223,2.776499987,2.169278145,-2.200449944,-0.807281137,0.454740942,-0.504548669,-1.055755258,-1.336084723,1.826305866,-2.931981325,-3.502328873,-0.433021724,0.46462357,0.032641638,1.747064352,-0.051753998,0.02760854,-3.670311928,-1.650013685,0.418432206,-1.034382582,-0.202888638,2.838396788,0.486652195,3.197598696,-1.386926532,-0.436397374,0.688169658,-0.694770694,-1.706883192,2.089992523,-0.482193619,-0.778563619,-1.533164263,-0.428532809,1.326291084,-0.598597169,-0.193468004,0.421610385,0.040800426,-0.209953666,0.394959629,2.059805632,1.788805723,-0.58845228,-0.034799121,-1.773711443,2.218066454,-1.591599464
23.0,23.0,,0.322861165,-1.168406606,-1.003940105,-1.53533709,-1.434280753,-1.373180747,-1.689296722,1.554196835,0.428829581,0.062928617,-1.020357251,2.319878578,1.052331209,-2.306439161,-0.453163385,-0.453611672,0.005871397,-1.206322312,-0.861180842,1.455149174,1.177228093,-2.172460556,-2.119797707,1.815333128,-0.376332283,-0.49593392,-0.29707706,-1.163760781,-0.095888466,-0.185171425,0.159954712,1.053932548,-1.712064862,1.837637663,1.886057258,0.99025774,-1.791058183,-1.008553028,-0.854978144,1.077334762,-1.502675056,0.760272503,0.028487908,-0.829281032,0.579756916,0.316299528,1.696498871,-0.537314951,0.30338648,-1.691619515,-0.645120323,-0.982536435,0.889991581,-0.588698328,1.336769462,-0.092280924,0.537938476,-1.090155005,2.382764578,-0.477794886
23.0,23.0,,0.010260059,-0.807768345,0.922415197,-0.367797732,-2.39996624,-0.827195466,1.899620414,2.55347085,-0.587112784,-0.141608939,-0.296853989,1.020774245,-0.802089036,-1.445038795,0.86869365,0.238352075,0.710367858,0.129487872,-0.900556028,-0.127974167,-1.426364303,-1.368707776,-0.726378143,-1.323156834,-1.095105648,1.986028194,0.134865552,-3.697134018,0.370546311,-1.687910914,0.672502935,0.813074648,-1.412492871,1.652245164,0.471425444,2.202990055,-2.476562977,0.083668582,0.965652943,1.098687291,-1.174111366,1.046958566,-0.106166072,0.841189682,2.484521627,-0.719108343,0.830638647,0.548271656,1.018560767,-2.741221189,1.904423594,-1.168656945,1.681879878,-0.04212964,1.120459914,-0.706523061,0.48490119,-0.486583173,-0.829004586,-2.337113857
23.0,23.0,,-1.398642778,-1.136325359,-0.418736488,-0.770742297,-0.26560843,-3.081785679,-1.214512587,0.074037492,0.598937452,0.782095611,0.414838046,2.147281885,1.481381297,-2.933943033,-0.565488279,1.987380385,0.190970689,-1.471395493,-1.400489926,2.466689825,0.52913326,-2.2044487,-2.865499735,0.256336421,-0.177456245,-0.014517344,1.757988811,-1.583747029,-0.095172159,-0.250755966,-0.710456967,0.841774642,-0.778729737,3.07920742,1.608883858,1.816766381,-0.952584982,-1.103508353,-0.967291415,-0.026505532,-1.365334392,0.337074608,-0.051919203,-0.619011402,-0.045467608,-0.454920441,1.650932074,0.566605568,0.548854709,0.521901071,1.139660597,0.100816779,1.04778707,1.06254828,3.500977278,-1.386290312,0.732212007,-1.228270173,1.311116934,-1.60855937
23.0,23.0,,0.601087749,-0.171979666,-0.087604657,0.104843751,-1.066194654,0.521453142,1.765126586,2.559680462,0.592488348,-1.017798185,0.207911491,2.349229097,1.943119407,-2.265612841,-0.285559207,-0.903732717,-0.518970907,-0.792890668,-0.517426193,1.043406367,-0.410242319,-1.976483703,0.490848958,-1.231905103,-0.825411677,0.852156103,1.280447841,-2.4585495,-2.597236156,-2.635642529,1.401224136,0.072172575,-3.092976809,1.637392879,1.3898592,2.031459332,-1.451515198,0.13681756,1.817389846,-0.002184936,-0.594456375,2.068076611,0.504062474,0.183783397,0.494317085,-1.051859498,-0.085440293,-0.947429776,0.626157343,-1.232440114,-0.125738397,-1.07797575,0.65650028,2.189907312,1.594455957,-0.846687794,-1.062321067,1.71891427,0.176726624,-0.487676203
23.0,23.0,,-0.3713682,-0.569588602,-1.157692194,2.560251474,-1.711343646,-3.409855127,1.282329917,0.485923648,-1.132366538,-1.122977376,0.19873783,2.346442938,1.001721978,-3.844120979,0.003823478,-0.76435101,2.459925413,-3.709539175,-3.317562819,2.170816898,0.695302486,-2.445292473,-0.567674696,-1.024486661,-0.453675449,-0.612995565,2.11602211,-1.831396937,-0.756214321,0.741790354,0.745710552,0.320256501,-0.55334419,2.466297865,1.233076692,0.014217772,-2.511073351,-0.69740653,-1.646164775,-0.015780613,-1.238562346,0.489845812,1.653055668,0.278207183,0.674051404,-0.956813276,0.909714162,-0.093417466,1.120753169,-0.275094628,-0.870141864,0.280802786,2.417228222,1.551752448,2.377000809,-0.425299972,-0.185578838,0.664406955,1.457786322,-0.652483463
26.0,28.0,,1.62341404,-0.38861236,0.671875715,-1.235116243,-0.646914601,-1.408863425,-1.458636522,-0.024782067,0.648398995,-0.351277769,0.179758877,1.930328846,0.992603898,-1.666835666,0.637100875,0.702998042,-0.55439651,-0.903729498,-0.280538708,0.759973168,-1.812263489,-1.742311358,-0.263778806,-0.428306401,-0.416364908,1.549049854,-0.063189365,-2.03549099,-2.322474718,-1.40944469,1.020449638,-0.499694735,-0.38321057,1.911661625,-0.268568546,2.097617149,-1.485032082,-0.216911435,0.103887938,0.527215123,-0.171217635,2.006865025,-0.063709877,-0.139029756,-0.645078897,0.077370875,1.2261132,0.862436831,0.250796556,-1.747563839,1.016996026,-0.995348036,1.168226719,0.552592635,1.805230379,-1.162595391,2.209660053,-2.286761999,0.750535429,-2.203951836
23.0,23.0,,0.799139142,0.168234408,0.06333743,-1.075790405,0.170910656,-1.577515721,-0.354012519,1.254072189,-0.370004535,0.264161825,-1.049834013,1.498892069,1.020748973,-2.178919077,-0.196827322,-0.132255703,-0.345797896,-0.863952637,-1.506762028,0.955633759,-0.504545748,-2.088397264,1.288694859,-0.484455884,-0.213457659,1.570841312,-0.021003939,-1.378937006,-1.523574591,-1.402070999,1.873918414,0.512745142,-0.759110272,2.763180971,0.367088109,1.22145319,-1.651957035,-0.523985445,-0.42348066,0.447504312,-0.305297583,1.00985384,-0.207140028,-1.220618248,0.511644006,0.237752363,-0.210264266,0.278199017,-0.03593488,-0.393721521,0.478444576,-1.048577905,1.633798957,0.501988709,0.97620821,-0.867135525,0.132660121,-0.279926628,2.265676975,-0.769673705
23.0,23.0,,-0.52072382,-0.952709734,-0.959366679,-0.538060069,-1.348417759,-1.98865819,-1.15528965,2.352961302,0.332887024,-0.37771064,0.271787167,0.926112831,0.811661184,-2.198328733,-0.277739823,-1.228428125,1.189960837,-0.517899156,-1.043902993,0.172034964,1.892292976,-1.406605005,-1.225602865,2.488225222,-0.023881191,-0.426793844,0.67831403,-1.17367208,-0.718347132,-0.803941429,0.267547309,1.567999244,-1.951251626,1.122532725,2.173405886,2.238478899,-1.741651416,-0.662203431,-1.462082982,1.974389315,-1.22014308,0.370966136,1.227807999,-0.979895532,0.33096838,-0.297769189,2.192305803,-0.471418947,1.784588814,-1.760728836,-1.21726346,-1.756780028,1.518284321,0.421572626,1.376911879,-0.544904351,0.883092403,-1.437761426,2.027110338,-1.251913428
23.0,23.0,,1.625049829,-1.376490235,2.271804571,-0.355004191,-0.380580485,-0.715606987,0.043693356,1.184443474,-0.256275713,0.190677106,-0.957569897,1.865555763,2.618411541,-1.044877768,-0.537629366,0.121936046,-1.266905069,-0.189071879,-0.451433361,1.892346144,0.117735617,-1.69255805,0.582918406,-0.559054673,-0.935101271,1.182879806,0.86748457,-2.497783422,-0.730607331,-0.259686798,1.63193965,0.862748742,-0.886638641,2.594686985,1.076525331,0.383348823,-2.339431047,-1.213112831,-0.339583009,1.315105319,-0.618256152,0.148644984,-0.910767019,-0.498892903,0.237328842,0.771142185,0.577794433,-1.106165886,0.462194055,-0.059401229,1.958696246,0.411004841,1.611984849,0.368490785,2.574388504,-2.932514429,1.92602253,0.197409973,2.530172825,-0.516755223
23.0,26.0,,0.520599604,0.270480305,0.702196956,-1.325648427,-0.532821953,-1.873488784,-0.842887282,0.467787296,0.727369189,0.347427338,-0.38656345,1.690759182,0.859306753,-1.092382789,-0.151508689,-0.216369867,0.782406628,-0.354128629,-2.000222683,-0.072987065,0.76597631,-1.953568935,-0.288293362,1.331413031,-0.529212058,-0.144448683,0.757981718,-1.641957283,0.075340226,0.20067963,0.505308807,1.653056383,-1.405799985,1.041874528,0.114279613,1.429530501,-0.70919323,-1.365575671,-0.645085812,0.337426901,-0.674863994,1.249879956,0.653758347,-0.423633873,-0.060460813,-0.673599005,1.423250318,-0.022338962,0.133018732,0.688337624,-1.111670136,0.031856753,1.463358164,0.462302327,2.105914831,0.959181428,1.006774426,-0.950830221,0.047815554,-0.954753101
