Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_36,feature_44,feature_60,feature_102,feature_113,feature_117,feature_143,feature_178,feature_201,feature_209,feature_219,feature_233
1,1,,0.71402508,-1.648432851,-1.322614312,-2.28153801,0.780961573,-1.259099007,0.700413823,-1.610571504,1.214428902,1.911348462,-0.527704358,2.06752634
0,0,,-0.982517302,1.092025876,1.478552103,-2.918972731,1.1911726,-0.568175137,-0.516334176,-3.339365721,0.400503397,2.237095118,-1.113078475,-2.969866276
0,0,,-2.555945635,0.76477617,0.064316019,-3.677222252,0.990496814,0.768112004,-0.982804775,-3.538788557,-2.727880478,2.453287601,-2.320292234,-4.458694935
0,0,,-1.680954576,1.19460094,-0.648482263,-3.363054037,1.942169785,0.90203476,-1.881663799,-4.235431671,-3.912582874,1.786311626,-2.836564779,-4.046857834
0,0,,-1.177953839,1.654769897,-0.866286993,-2.54300499,1.698962331,0.784353495,-1.442556977,-3.13573575,-2.422390223,2.700814009,-0.353897214,-3.404225588
0,0,,-2.592618227,1.044613957,0.122990735,-4.750627518,2.379582644,2.672355175,-0.868143082,-3.377061367,-2.313911915,2.419502258,-1.566875458,-3.727373838
0,0,,-2.431272984,1.495705247,1.376376033,-2.475169182,1.572420835,0.540031254,-1.097084522,-4.143718243,-1.604005456,3.310079813,-1.751422524,-4.528001308
0,0,,-2.261153698,1.551996112,2.021955013,-2.638647795,1.445399165,0.125555605,-1.742986441,-2.056662083,-0.379120976,2.731886387,-1.877234697,-3.528743505
0,0,,-4.10123539,1.000807405,1.255748034,-4.398382187,2.026893139,1.351913571,-0.035248984,-2.629976511,-2.483469486,4.712937832,-2.926071644,-5.643529892
0,0,,-4.576857567,0.507195234,0.773767412,-3.825676918,2.141834021,1.472771883,-0.114908509,-3.027075768,-3.209584236,4.118385315,-2.413356304,-4.814899445
0,0,,-4.107734203,0.838301778,1.384855866,-3.120131254,2.291686535,0.618942976,-1.736417532,-2.385601044,-1.944249511,1.780875921,-3.722029686,-4.344419479
0,0,,-3.354411364,1.462990046,1.496266365,-3.510938168,2.363215685,1.24565661,-1.791612267,-2.028969526,-0.880457819,1.586397767,-2.635014296,-5.065031052
0,0,,-3.362989187,0.393770069,0.810642421,-2.329226017,0.086554006,0.263361543,-0.977836013,-2.414366007,-1.00635314,1.342296839,-2.79557991,-4.277890682
0,0,,-4.072422981,1.890628934,0.806595862,-3.021399498,2.258476019,2.101201773,-1.723285794,-2.741291046,-3.783548355,4.105044842,-2.400790691,-6.040159702
0,0,,-2.148371458,1.420332551,0.695059896,-1.634212255,0.59485811,0.966441095,-1.863078713,-1.512242436,-0.943764627,2.516010761,-2.036044598,-3.435305357
0,0,,-3.676378965,0.478409648,0.633052111,-3.608411551,1.365504026,0.362232089,-0.895861566,-3.309818268,-1.185878158,1.456681013,-2.104707956,-4.234588623
0,0,,-3.428091764,1.36065495,0.66042608,-3.489302874,2.19938159,1.63913703,-1.225636244,-1.629742265,-2.472931385,4.156633377,-1.846084595,-5.414325237
0,0,,-3.124988556,0.354657888,1.25810194,-2.948615074,1.193390608,0.139508426,-0.852763653,-2.601307392,-1.62250948,1.949046969,-2.569319487,-3.701711893
0,0,,-3.216522932,1.192867041,0.824264169,-2.84632206,1.121426702,1.54081285,-0.836429238,-2.718741894,-2.937239408,2.741236925,-3.31793499,-5.471284389
0,0,,-3.570413589,1.054472804,0.637005508,-3.440970182,1.755696654,0.82272774,-0.875464559,-2.705021143,-0.249044418,1.141379237,-1.762777448,-5.074909687
1,1,,1.594674468,-2.019296885,-1.152168036,-0.986180067,-2.095969677,-1.604052901,1.657628298,-0.274716437,-1.215873241,0.691006899,-0.317007214,1.958241343
1,1,,-0.875797153,-1.514924645,-0.599623263,-3.344067335,-2.017060041,-1.758181095,1.594997048,0.436413318,-0.476336241,1.573308468,-1.748334408,1.926655054
1,1,,3.017334938,-2.820671558,-1.29681778,0.065814383,-2.395116806,-1.537908316,2.001686573,-0.463221759,-1.237812161,1.281936884,1.10691452,2.59577632
1,1,,0.881006837,-2.40190053,-0.728977442,-1.640981913,-1.733906746,1.104110479,0.890275002,-2.480854988,-1.976383328,1.639753342,-0.894363105,0.03949213
1,1,,2.999043941,-2.496940374,-1.086601257,0.179576725,-1.877351761,-0.408798665,2.545728445,-1.052011847,-0.832895041,1.011663079,0.667031288,2.34581852
1,1,,0.019775527,-0.100588456,-1.722364068,-2.444887877,-0.630764365,-1.310885787,0.245509282,1.192155957,0.071318097,0.68279618,-1.866583824,2.977492094
1,1,,-0.468402773,-2.134129286,-1.737754345,-0.229722023,-1.290070891,-2.217520952,0.69807303,-1.862237573,1.303315878,-0.939610243,-2.205440044,1.508035898
1,1,,1.698109508,-2.053929329,-0.624475777,-0.444744736,-1.077956557,0.370529532,2.650538206,-1.290065646,-2.356242657,0.663369894,0.671630919,1.127048016
1,1,,1.476576924,-1.52441895,-1.603688836,-1.357312202,-1.149156332,0.107200995,0.647299051,-0.091702588,1.443850756,0.18133834,-1.578104854,2.110910177
1,1,,3.008051157,-2.477629423,-0.565416634,0.954902351,-2.52873826,-1.34699595,1.522082686,1.360568404,0.473269492,0.824366808,-0.214653209,2.121277094
1,1,,1.796955585,-2.508599997,-1.835196853,-0.456754386,-2.170205832,-1.197585821,1.230834246,0.53671819,1.464606643,-0.010376603,-0.185897604,1.833852768
1,1,,-1.492529988,-0.658765793,-1.888332367,-1.453301191,-0.054967765,-0.33290872,-0.158672571,-0.586049259,1.010879517,0.42713362,-2.822373867,1.910136104
1,1,,2.703115225,-2.262343168,-1.57805717,0.164654762,-2.104927778,0.442825586,1.395097971,2.338810921,0.211954728,0.359424263,0.126459032,1.196388721
1,1,,0.853994131,-2.904864311,-0.74923408,-1.891043782,-0.811822236,0.431843847,1.388376594,-1.882065654,-1.987412333,1.80289185,-0.237187654,0.705279887
1,1,,-0.14868705,-1.11472702,0.230516657,-3.437772274,-0.518797636,-1.678786039,1.491296172,-1.49200809,1.839745164,1.159995794,-2.367902517,1.48931706
1,1,,3.456457853,-0.67514044,-0.835473359,-1.282282114,-2.273925781,-0.381815016,1.774221182,0.220310703,-0.595076144,0.375736475,-0.587524414,2.187755346
1,1,,3.529769659,-2.221849442,-2.017625332,-0.127717867,-2.591917276,-0.678170204,1.295695305,-1.859312415,0.277632385,0.675521195,-0.673812687,1.696908355
1,1,,-0.408814698,0.001903607,-0.049345382,-3.173225164,-0.185196102,-1.253361464,1.490668178,1.002524257,0.881415725,0.623645067,-3.165932894,2.782893181
1,1,,2.730015039,-1.578619838,-1.100781083,-0.288781524,-2.86640811,0.325259566,1.022723198,-0.399303973,-0.506788552,1.479951024,-0.114121228,2.395791531
1,1,,1.785416603,-0.842017055,-1.464070916,-2.895189285,-1.402991056,0.050872043,3.205250978,0.021107258,-0.125777453,1.750664353,-1.858806252,2.789074183
1,1,,3.998887539,-1.59786725,-2.507395744,0.28871572,-0.743296146,-1.137235045,0.292614818,-2.231775045,-2.048362732,0.665014327,0.532492876,1.874002457
1,1,,0.660008371,-1.004758358,-0.232862994,-2.662932396,-1.949918628,0.258564919,1.443783879,-1.629409313,0.884166539,1.111837983,-3.348101139,0.333193719
1,1,,1.750993729,-2.108005285,-1.122211218,-1.519880772,-1.454972267,-0.860721111,3.143994093,-0.898651242,0.042753085,2.622006655,-1.05230391,2.994962454
1,1,,1.900463581,-1.05438292,-1.187516093,-1.030464292,-1.861971498,0.347051948,1.152788281,-0.186033651,-1.984428525,1.791166306,-0.337250471,2.203298569
1,1,,1.700505614,-2.030857086,-0.554751098,-2.140282631,-0.854103208,-1.965623736,3.08581233,-0.087610483,-0.022999382,1.273688078,-2.065323114,3.245966673
1,1,,-0.297250688,-2.472563505,-0.185097978,-1.344387531,-2.438049555,-2.247024059,1.816343784,-1.348638177,0.232584119,-0.543962598,-0.28663975,0.190483212
1,1,,2.973554373,-2.378798962,-1.751106143,0.497980267,-1.561833143,-0.088172816,0.487040251,-1.709024549,-1.342177629,1.212306499,-0.232644305,1.874218822
1,1,,2.546464443,-2.878589153,-2.163412333,-0.170150205,-3.755609035,-1.689236522,3.104026318,-1.830262065,-0.117384449,-1.320118904,-0.423241496,0.149165124
1,1,,2.282913923,-1.472694755,-1.410976291,-0.807561874,-2.668137789,-0.519408345,0.54455477,0.518562496,-0.689070344,0.293635815,-0.357114524,3.453707695
1,1,,0.965871036,-0.778415442,-0.257135749,-0.716929376,-1.727336168,-0.716396332,1.295014143,0.328490227,-1.465494871,1.23311305,-0.74711287,2.307368994
1,1,,2.04237771,-1.480509043,-0.574518919,-0.517358661,-2.865157366,0.065297358,1.724187613,2.618871689,-1.189035535,2.191806316,-2.361497402,2.529965878
1,1,,2.587622404,-2.961982489,0.148131266,0.210459068,0.666505694,-2.692523718,1.032832503,-0.929414809,1.746453166,1.118008614,3.411198854,1.950947285
1,1,,2.212251425,-2.843397141,-0.311272651,0.328602433,-1.5963974,-0.279766828,3.102094889,-1.578433156,0.042108424,1.161385179,1.808677077,1.319537282
1,1,,1.218207359,-3.270980358,-1.981227398,0.280234486,-0.481817871,0.197823599,1.783173561,-2.515646935,-0.115228534,1.4179914,0.84117192,1.406550646
1,1,,4.001681328,-2.468050957,-1.076105356,0.748457909,0.179269761,-1.203201294,0.968945622,-1.159464121,0.6351372,0.623319566,1.43422389,1.265718699
1,1,,0.308793962,-1.887290001,-1.566663027,-2.580763817,-0.142500654,-1.166957498,0.802001297,-0.843840718,0.76474154,1.63989675,0.006649124,1.49848783
1,1,,2.776499987,-2.200449944,-1.055755258,0.032641638,-3.670311928,-1.650013685,0.486652195,-1.706883192,-1.533164263,1.326291084,-0.193468004,1.788805723
1,1,,2.319878578,-2.306439161,-1.206322312,-0.376332283,-0.095888466,-0.185171425,1.886057258,-1.502675056,0.579756916,1.696498871,0.30338648,1.336769462
1,1,,1.020774245,-1.445038795,0.129487872,-1.095105648,0.370546311,-1.687910914,0.471425444,-1.174111366,2.484521627,0.830638647,1.018560767,1.120459914
1,1,,2.147281885,-2.933943033,-1.471395493,-0.177456245,-0.095172159,-0.250755966,1.608883858,-1.365334392,-0.045467608,1.650932074,0.548854709,3.500977278
1,1,,2.349229097,-2.265612841,-0.792890668,-0.825411677,-2.597236156,-2.635642529,1.3898592,-0.594456375,0.494317085,-0.085440293,0.626157343,1.594455957
1,1,,2.346442938,-3.844120979,-3.709539175,-0.453675449,-0.756214321,0.741790354,1.233076692,-1.238562346,0.674051404,0.909714162,1.120753169,2.377000809
1,1,,1.930328846,-1.666835666,-0.903729498,-0.416364908,-2.322474718,-1.40944469,-0.268568546,-0.171217635,-0.645078897,1.2261132,0.250796556,1.805230379
1,1,,1.498892069,-2.178919077,-0.863952637,-0.213457659,-1.523574591,-1.402070999,0.367088109,-0.305297583,0.511644006,-0.210264266,-0.03593488,0.97620821
1,1,,0.926112831,-2.198328733,-0.517899156,-0.023881191,-0.718347132,-0.803941429,2.173405886,-1.22014308,0.33096838,2.192305803,1.784588814,1.376911879
1,1,,1.865555763,-1.044877768,-0.189071879,-0.935101271,-0.730607331,-0.259686798,1.076525331,-0.618256152,0.237328842,0.577794433,0.462194055,2.574388504
1,1,,1.690759182,-1.092382789,-0.354128629,-0.529212058,0.075340226,0.20067963,0.114279613,-0.674863994,-0.060460813,1.423250318,0.133018732,2.105914831
1,1,,1.660859585,-2.017122746,-0.396085709,-0.53544879,-1.019287944,-2.080761671,0.261475414,-0.10702756,-0.251080334,-0.190562606,-0.019059815,0.346785933
1,1,,0.988411605,-3.238174438,-1.654754519,-0.033813681,-0.865717888,0.203025058,0.985288024,-1.763252139,-1.860738039,-0.194447115,-1.140942216,1.034917235
1,1,,2.856253147,-1.680919051,1.050076962,-1.214559674,-1.110223532,-0.490383655,2.064936161,1.029063106,1.540994167,0.000245351,-0.464747071,1.778220296
1,1,,0.386257917,-2.171019316,-0.361778915,0.065351084,0.149311885,-0.318004608,0.884960473,-1.925636649,-0.648203075,0.027794186,0.612779617,-0.574486434
1,1,,0.853333771,-2.166201353,-1.047440648,-0.848748684,-0.874535859,-0.347706288,0.908507049,-0.998006761,-1.541535497,0.105292,1.208346367,0.673349142
1,1,,2.041022778,-2.938289881,-1.829360008,-0.658466816,-2.225075245,-0.203401402,0.143575311,-1.806458712,0.106714807,0.563560486,0.950049937,0.933685243
1,1,,0.614340961,-2.056280375,0.031073252,-2.46153307,-1.575838566,-0.251178384,0.517849684,-0.058004096,1.610502839,1.013841629,-1.211636424,1.526056886
1,1,,-0.749245703,-1.816417098,0.831206441,-1.295484066,-0.701418281,-1.08440721,0.900757849,1.694700718,-0.637978196,1.43936336,-1.50190115,-0.617425919
1,1,,2.607367516,-2.2073493,-0.489206731,-0.543638527,-2.415462971,-0.970623553,0.387628794,-1.307403684,0.271393806,0.73623991,0.814227641,1.509046674
1,1,,0.877354681,-2.794796467,-1.43435657,0.21075356,0.021528089,0.257869899,-0.166500211,-1.920137286,-1.020992875,1.501274705,0.517485559,-0.207033247
1,1,,2.606042147,-2.461541414,-1.156897068,-0.490959704,0.307060689,-0.377514035,0.98943305,0.586494982,0.619642138,0.740367651,1.294476032,2.008738518
1,1,,2.259578705,-2.48502183,-2.074634075,0.039859645,0.401874065,0.882109404,-0.079642296,-2.047614813,-0.599262357,1.413000226,0.798061013,1.358721733
1,1,,-0.336579889,-1.400221705,-0.294498712,-0.189897209,-1.90973556,-0.879986763,0.922488868,2.04555583,-0.198780939,0.733838737,-1.384407282,2.338031054
1,1,,-0.383627355,-2.061375141,-0.198439971,-2.58332777,-1.502741337,-0.582210958,1.182337999,0.179704249,-0.115277357,0.674249411,-0.72702378,1.883397222
1,1,,2.794773817,-1.43631196,-0.813127756,-0.827154636,-0.882315218,0.418761283,1.309967875,-1.794569135,-0.220160052,-0.101202749,0.207265183,0.74967134
1,1,,0.376802117,-1.041051626,-1.616323352,-1.975659847,0.227676794,-0.829771578,0.162191078,-3.115644217,-1.086200476,1.839910388,-1.318250179,1.246503472
1,1,,0.615761042,-0.654457867,-0.723764241,-2.561541319,-0.888090074,-0.532850325,0.694997251,-1.946968079,-0.937899113,0.991853058,-1.756324768,0.738229573
1,1,,-0.082039297,-1.503831148,-0.136976957,-1.249241233,0.815612674,0.116029561,1.291786909,-2.750733614,-1.737062931,1.550246239,-0.502772808,-0.988186479
1,1,,0.706673265,-2.021239519,-1.129078746,-1.634069204,-1.383565307,-0.349680841,1.273788691,-2.024448872,-1.377343178,0.103482418,-1.700383306,2.256865978
1,1,,-0.959611237,-2.409072161,-0.463875026,-2.613808632,-1.871701002,-1.049137831,2.533391714,-2.192597866,1.721699953,-0.812174797,0.544413209,0.022590559
1,1,,-0.961341858,-2.080895185,-0.813382924,-1.759207129,-1.97081852,-0.891669035,1.86794436,-2.24905467,-0.28481099,0.267942101,-0.4142479,-0.280856639
1,1,,-0.393762767,-1.110002756,0.602135301,-0.115600899,1.219128847,0.74907428,0.489365101,-1.81572926,-1.697822213,1.376110911,-0.018395012,-2.755616665
1,1,,1.745772243,-1.927546024,-1.451351762,-0.051432941,-1.223726273,1.038483977,0.025439244,-0.488256395,-0.765704989,1.811949253,-0.014651115,1.970460773
1,1,,0.786566496,-2.071227789,-0.959496975,-0.045327082,-1.787349582,0.737794518,1.019698143,-0.199768275,-0.487058908,1.507264853,-0.292556554,1.913174748
1,1,,2.062664509,-1.317916632,-2.073576927,0.841366172,0.431485951,0.04151354,0.650308251,-1.906300783,-0.97253859,0.841446698,1.873759627,0.197547123
1,1,,0.526877046,-1.935339451,-0.100217506,-1.27998817,-1.593789816,-0.809684873,1.500669479,-1.542746186,-1.650676966,0.992234886,0.122053519,-0.158229381
0,0,,-0.642290294,0.358076125,0.553048134,-1.866269231,0.286276281,2.085321426,0.565552115,-2.435980797,-2.016990662,0.704285204,-0.851162076,-3.06749773
0,0,,-3.012181282,-0.527880788,-0.64483273,-2.597228527,2.373901844,-0.272556365,-2.135662317,-3.825869799,-0.406240851,2.544172049,-2.794000149,-2.687878132
0,0,,-2.314223766,0.421580285,0.38397789,-3.159351349,2.346761465,0.959440529,-1.640611053,-1.973389983,-0.349646181,1.711969614,-2.895616293,-2.516698122
0,0,,-0.763332963,-0.17688407,0.25517121,-2.255702257,0.415514171,0.849289894,-3.275776863,-2.805058956,0.573041975,1.708620071,-2.248953581,-3.873922348
0,0,,0.236186549,-1.805321932,0.733585536,-1.049411416,-0.391548574,0.603357732,-1.11482048,-2.646230698,0.676469088,1.224697471,-1.919777751,-2.551955223
0,0,,-2.148732662,1.502863765,1.235221148,-2.696395874,1.449139833,2.320308208,-0.075580038,-2.829352617,-1.91041255,1.793419719,-1.522260427,-2.948674202
0,0,,-3.693422794,0.80891031,0.926843524,-3.3877635,1.438618898,1.140573025,-0.946307242,-3.057150841,-0.930425763,-0.124851882,-2.076386452,-6.16386795
0,0,,-2.987751245,1.745957136,0.957000613,-4.784857273,2.022515535,1.178643703,-0.335344821,-2.249918699,-1.398565054,2.046092749,-2.177824736,-4.938847542
0,0,,-1.476674676,0.662682474,-0.956812799,-3.242214203,2.454379797,2.060916662,-1.826265335,-3.51800561,-1.44540596,2.615779638,-2.307704687,-3.487565279
0,0,,-3.525717735,2.304743767,2.147642851,-4.665817738,1.679246068,1.418610454,-0.096595943,-3.038149834,-1.658671379,2.212104321,-3.001788616,-2.840134144
0,0,,-1.696121573,0.144872323,0.176202431,-1.518510938,2.619233131,2.066548824,-2.247569323,-1.398382545,-0.800078332,1.50523448,-2.523685217,-0.986955404
0,0,,-1.659818053,0.008873711,-0.451984733,-2.463250875,3.227217197,0.180610731,-2.035825253,-4.232967377,-0.088978514,1.805410385,-2.139176369,-2.784366131
0,0,,-3.336057425,0.939225435,0.16591163,-3.200384617,2.94916296,1.705188274,-1.202110887,-3.313915253,-1.753124118,1.92587471,-2.642643213,-4.894282341
1,1,,-0.753666818,-2.237601757,0.52579093,-1.840895772,0.100682311,-2.800712109,0.28382811,-1.348192096,2.010027647,0.372091949,0.436770409,-0.25945738
1,1,,0.153799847,-0.685665488,-0.243416756,-0.666689754,-0.31717065,-1.580190301,-0.20784907,-0.780698001,0.607344747,0.715275824,-0.239819393,2.292192936
1,1,,1.800775528,-0.424087733,1.339017749,-0.024439437,0.127580777,-0.173112392,0.38189131,1.663718939,0.333303362,0.355146796,0.156453058,1.481504321
1,1,,0.370055795,-1.552966714,0.898316443,-0.704778612,0.91436255,-0.348794878,0.655071974,0.611141145,-0.749483347,0.933364987,0.437612891,1.840356231
1,1,,-0.153889492,-1.150756836,-0.591311038,-2.504394531,0.754876018,0.42461127,-1.086461067,0.051994987,1.034705639,1.185759783,-1.241051912,1.445196748
1,1,,-0.285267174,-1.2884835,4.5452075,-1.361185551,3.124746561,0.242949411,-1.747660279,-2.409307957,1.146356106,1.322539926,1.133712411,-3.768649101
1,1,,1.057475686,-1.686515212,0.16103977,-1.963172197,-0.325036287,0.145394698,1.205429077,-0.422680467,-0.303996474,1.220691562,0.844029546,1.453419209
1,1,,-0.789661169,-0.993757725,1.748381376,-1.158297896,1.348256826,-1.046651602,-0.219159126,-0.003704133,-0.115530565,-0.416689813,0.985490084,0.795766413
1,1,,1.699064374,-2.525269032,0.371244818,0.159687504,-2.531993151,0.076540291,1.841560364,1.613206625,1.066608548,1.413057804,0.025796365,1.290135264
1,1,,1.082379222,-3.389223337,-1.635186672,-1.541586757,0.300824702,-0.164387584,0.675585449,0.322040349,1.38514483,0.39691785,-0.115305103,1.978555799
1,1,,-0.370121717,-1.958518982,0.705265284,-1.886866927,1.119310856,-0.846782565,0.788311601,-2.232580185,-0.284744114,2.191964626,0.308024049,0.274626285
1,1,,0.626164019,-1.782210112,-1.402495146,-1.624455452,0.2427852,-0.702511013,0.735837102,-0.51829356,1.151239872,1.406196952,-0.934498549,3.062700033
1,1,,-0.422383159,-0.581203043,-0.906106472,-1.610478163,1.024295568,-1.122252703,0.510904133,-3.646827698,0.840677679,-0.072385922,-0.655753314,0.956720054
1,1,,0.560941219,-2.265411377,-0.026123412,-2.688108683,0.012569316,-0.945461512,0.355332524,-0.759776711,1.360208988,1.682816505,-0.128318593,2.183878183
1,1,,0.881934583,-2.132111073,-0.101973258,-0.418950826,-2.240104198,-0.282564044,0.618950546,-0.129641265,0.055768404,0.782350481,1.664087296,0.075751498
1,1,,0.82874763,-2.552052736,-0.777461886,-0.706305385,-1.832279801,-0.346774012,0.50020498,0.07012023,0.066498049,0.369660378,-0.541445434,1.827593446
1,1,,0.230456382,-2.060543537,-0.140281141,-2.620524406,-0.989505887,-1.458112717,1.21842432,-0.528440177,0.888872027,1.789136767,0.537632227,-1.63019526
1,1,,1.589538574,-1.796214819,-1.59687233,-0.128700703,-0.427386552,0.873377383,-0.363606691,0.025675979,-0.854527175,2.799686432,-1.404668808,2.09225297
1,1,,0.065952778,-0.247323081,-1.274000764,-1.019605994,-0.060654081,-0.843239367,0.253606021,-2.172753811,-1.123425722,0.877503037,-1.441578031,1.783258796
1,1,,1.086888909,-3.345559359,-1.428884625,0.19176428,-0.789604306,1.658179164,0.299646765,-1.398380995,1.20037806,1.705238938,-0.237694129,1.309309959
1,1,,1.581200361,-2.294274569,-0.447373629,-1.226457477,-0.642836392,-0.666666746,1.836257935,-0.954040766,0.415305287,2.079651117,-0.206997141,3.085248709
1,1,,1.083332181,-1.384469509,0.178123713,-1.965164661,-1.236231685,-0.86259222,0.39567396,-0.745263517,1.017229915,0.361080706,-1.453753233,1.857771397
1,1,,-0.52573061,-2.91796875,-0.735183537,-1.011516929,-1.943062782,-0.57107538,-0.048492067,-1.614879489,0.638237357,1.969144821,-1.280945063,-0.366583943
1,1,,3.464475393,-2.374293327,-0.741723955,-1.173842907,1.365192771,-0.590583205,0.040492862,1.559722424,3.102808237,0.707268775,0.469036967,1.868088722
1,1,,2.780754328,-3.082446575,-1.401698709,-1.224834323,-1.098287106,-0.8023206,-0.324533254,-0.16217427,2.227970362,-0.298571885,-0.503409028,3.177071333
1,1,,0.786458075,-3.650933266,0.102247082,-0.159463316,-0.07917048,0.513659358,-0.615152538,1.768099427,1.150589705,0.578004003,-1.351278305,1.262797713
1,1,,1.347233534,-1.127503872,-0.813831687,-0.948982954,1.523746252,1.401018143,-1.011329174,1.706546545,-0.285182595,0.116514772,-0.599423826,1.423008204
1,1,,1.706772208,-2.61709547,-0.825866342,-1.084135413,1.037539721,1.291347384,0.553604603,0.98472631,1.559869528,2.149642467,0.603037357,0.193806425
1,1,,1.681373715,-3.816028357,-0.343673438,-0.077157006,-0.368744582,0.158001289,-0.087257899,2.698765993,0.645040214,0.710776806,-1.275475621,1.323019385
1,1,,3.732870817,-2.560534,-1.050014615,-0.84142524,0.519730151,-0.230950266,-1.010964155,-0.38423425,2.796772718,0.450560689,0.807731032,1.099035859
1,1,,2.819108486,-2.182503939,-1.088742375,-0.145588249,0.319867373,-0.261098325,-0.242309302,1.274447441,2.24059701,0.808941543,0.70789665,1.81219244
1,1,,0.10911575,-2.890863895,0.175676093,-0.876081526,-1.508585453,-1.861497164,1.348922014,-0.291604608,1.699695826,0.076756716,-0.152249634,0.204167575
1,1,,1.253268719,-1.955059528,0.327912778,-1.99138844,0.669431746,-0.828971505,1.990394831,-0.623561323,1.27919209,1.768310785,-0.587094605,3.366245031
1,1,,0.994530499,-1.108112454,-0.911791086,-1.525780559,0.156079233,-0.495846748,0.856094003,0.384260952,0.154331118,2.845414639,-0.891806662,4.11607933
1,1,,2.560605764,-2.353602409,0.910841107,-0.853630304,-1.916900158,-0.404963613,1.364593983,0.602131009,0.58016789,1.159682155,1.384384036,1.493538618
1,1,,2.438913345,-1.454359531,-0.772062719,-2.516107321,-0.686605096,0.734050035,0.982874036,-0.781450629,-0.009630434,1.537928581,-0.83861649,3.032783985
1,1,,0.865824461,-1.150492907,-1.451015949,-0.263844579,-0.579444647,1.05121696,0.590503573,-2.035964727,-1.026483655,1.257283092,1.06851387,1.356672764
1,1,,2.650656462,-1.96233201,0.559731841,-0.72930485,-0.414556354,-0.089767434,1.210047841,-2.007989883,-1.5635252,0.904859602,0.846809387,1.86788404
1,1,,1.908964276,-1.182163954,-1.185856462,-2.848546267,-1.07661581,0.132425383,0.583671629,-1.486561894,0.12799795,2.336051702,-0.97095716,2.312880516
1,1,,-0.061551169,-1.357227683,-0.582194865,-0.432915449,-0.314164132,-1.36060822,-0.246231809,0.715843797,-0.208577499,1.709685564,-1.564899564,2.539619446
1,1,,1.609813094,-1.959981918,-0.980059385,-2.367400169,-0.45545435,-1.039276123,1.29189539,-0.660045028,-0.025164351,0.905549943,-1.695896149,2.714594364
1,1,,1.994051933,-1.949722767,-1.279800892,-1.819321632,-0.354622602,-0.000551254,1.42694211,-2.482050896,1.006659865,1.925228834,0.104009993,2.534033298
1,1,,1.907806158,-1.408537745,-0.047324035,-1.591263652,0.070288792,-1.091668487,1.027695537,-1.161488414,0.198881269,0.764061928,-0.064220086,1.776149511
1,1,,0.19198063,-1.520542979,-0.863850296,-1.161204457,0.290399134,-0.388463646,0.318420976,-0.601903737,-0.009776967,2.116998911,-0.032114368,2.650591135
1,1,,1.325600266,-1.205189466,0.46609354,-2.032805204,0.115893945,-1.217353821,2.602944136,-1.460994124,-1.253974319,2.300539494,0.376216352,1.818983674
1,1,,2.043554306,-1.89965415,-2.583424091,1.031130075,0.085207306,1.056675196,0.305913806,-1.437054038,-0.606341958,1.265165567,0.540697515,0.358139068
1,1,,-0.536217272,-1.656354785,-0.532183886,-2.190105438,-0.285889745,-1.027761936,0.610668898,-1.222805738,-0.678971291,1.176715493,-1.288552523,1.045740604
1,1,,1.433339357,-1.455551505,-2.226250648,0.724755287,0.417265207,1.123333693,0.409724504,-1.432339907,0.243616536,0.853872895,0.405846804,1.267253518
1,1,,1.119190335,-2.305155754,-2.679173946,1.163799047,-0.246415019,1.333670259,0.686135292,-0.973017275,-0.139817372,0.880498707,1.281699896,0.374765962
1,1,,1.654747009,-1.644972205,0.417151123,0.769751966,-0.451062709,-0.311001778,0.689802349,-0.718982875,1.081499696,0.645644486,-0.172294229,0.992153347
1,1,,0.369194269,-1.609843612,-0.836616516,0.28461653,-0.705033481,0.507305562,0.304585367,-1.036062717,-1.372023344,1.768244743,-0.115194499,-1.11296165
1,1,,0.745717287,-2.029892683,-0.570333421,1.255276799,-0.52600491,0.368153363,0.423276454,-0.60088098,-0.663046002,0.679817021,0.106800765,-0.677159309
1,1,,1.943651438,-3.526167631,-1.282174349,0.612372458,-2.12622261,0.282842517,0.972532809,-1.223556161,0.390204698,1.079488635,0.297716916,0.276594341
1,1,,0.885825813,-1.62482059,-0.827112675,-0.434060484,-2.088633537,0.296636522,1.308755994,-0.500965595,-1.767543197,2.381788492,-0.633342087,1.455852628
1,1,,0.597464442,-2.712797165,-0.269535691,1.031516075,-1.655683875,1.343829036,1.411382079,-0.479100704,-1.212108374,1.538169026,0.820292234,-0.97665143
1,1,,-0.623792529,-1.773976207,-0.482402474,-2.245210886,-1.80834496,-1.45693469,1.170477033,-1.211487293,-0.194749385,0.395288795,0.773157418,0.343424827
0,0,,-1.841138363,2.864824772,0.335964918,-3.923130512,2.106990576,3.172505856,0.14737016,-3.168972492,-4.995350838,3.896070004,-1.842157125,-5.50298214
0,0,,-0.595177174,1.201642752,3.203323364,-2.791897774,0.02508169,2.273292542,-0.379350215,-0.420278311,-2.65233326,2.78566885,-3.096671343,-5.476605892
0,0,,-0.918804526,3.083858967,1.425163031,-3.471905231,2.272161245,1.526515245,-0.169773281,-4.302172661,-3.2695086,2.386311293,-2.8873806,-2.711633682
0,0,,0.519879043,1.881654382,0.87854892,-3.323860884,0.310916454,1.168397307,0.793378592,-0.626570225,-3.081558943,2.121856928,-0.393369406,-2.141194582
