Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_15,feature_24,feature_26,feature_30,feature_35,feature_36,feature_38,feature_44,feature_58,feature_60,feature_63,feature_93,feature_97,feature_99,feature_102,feature_113,feature_117,feature_128,feature_143,feature_160,feature_168,feature_178,feature_182,feature_189,feature_201,feature_207,feature_213,feature_219,feature_223,feature_227,feature_233,feature_244
6,6,,-1.084195852,2.026385784,0.705107272,0.43393299,-0.964111567,1.769132853,0.335966915,-3.967213154,0.815933943,-0.934862852,-2.328827858,-1.806263804,0.661566973,0.187682152,-1.240082264,-1.946507812,-1.512165427,-0.480014384,1.311825156,2.536376238,-1.106681466,-0.683661282,-0.227826864,0.330366194,2.725815535,-0.073760614,-2.30125618,-0.380547673,0.766107678,0.627703965,2.742123842,2.922106028
6,6,,0.219927564,-0.772515714,2.529809237,-0.799434245,-0.150204316,0.71402508,-1.284588099,-1.648432851,-0.744722962,-1.322614312,-0.587872446,-1.263127923,1.89138186,0.972461939,-2.28153801,0.780961573,-1.259099007,-0.280931264,0.700413823,0.648258686,-0.067263357,-1.610571504,0.003011731,-0.41967845,1.214428902,-1.295260429,-1.61270833,-0.527704358,0.58945775,1.620455384,2.06752634,0.530714095
6,6,,-0.976441205,2.216059923,0.7659477,-3.015474796,1.490803361,-0.982517302,-4.102221012,1.092025876,0.56471318,1.478552103,-0.195175558,-2.190217972,0.607103348,0.848021746,-2.918972731,1.1911726,-0.568175137,0.273172081,-0.516334176,1.676689982,0.951628864,-3.339365721,1.917797923,0.995415807,0.400503397,-3.155941486,0.893749118,-1.113078475,1.771929383,0.475104779,-2.969866276,-1.605393648
6,6,,-2.554257631,2.97688365,0.903895795,-0.110747941,1.558502316,-2.555945635,-2.598219872,0.76477617,0.563738942,0.064316019,-0.942520916,-2.780398607,0.384958059,1.502886772,-3.677222252,0.990496814,0.768112004,0.782313406,-0.982804775,-0.235253334,1.081332564,-3.538788557,1.036699653,1.263379216,-2.727880478,-1.704532504,0.723615527,-2.320292234,1.374192357,-0.432411104,-4.458694935,1.156458735
6,6,,0.018904731,2.242457151,0.446150601,-3.041068077,1.551737785,-1.680954576,-3.000627756,1.19460094,-0.038700458,-0.648482263,-1.069934249,-1.967119813,0.469371915,0.586120546,-3.363054037,1.942169785,0.90203476,-0.001343727,-1.881663799,1.168299198,2.006651878,-4.235431671,3.722698689,-0.832226694,-3.912582874,-1.9373945,0.992245734,-2.836564779,-0.385978699,-0.438173145,-4.046857834,-1.41576767
6,6,,-1.653931856,2.939954996,1.009989023,-1.240677595,0.685456038,-1.177953839,-0.734669149,1.654769897,0.43761149,-0.866286993,-1.749310493,-1.247629523,1.008552432,0.755192399,-2.54300499,1.698962331,0.784353495,-1.233181953,-1.442556977,1.357511282,1.394964695,-3.13573575,2.706389189,-0.572952867,-2.422390223,-1.269928336,1.427903771,-0.353897214,0.63640666,-0.674416065,-3.404225588,-1.320988536
6,6,,-1.439269781,0.258007735,-1.170685053,-2.26731658,1.961248636,-2.592618227,-3.002229452,1.044613957,-1.178248644,0.122990735,-1.10428071,-1.728820562,1.780364513,1.01777339,-4.750627518,2.379582644,2.672355175,-0.174996093,-0.868143082,1.800725698,-0.106020421,-3.377061367,1.62164104,0.369458705,-2.313911915,-1.778309107,0.894328952,-1.566875458,1.429142475,-0.923031986,-3.727373838,0.195924789
5,6,,0.438526988,1.131750703,0.916637301,-2.976480246,2.824432373,-2.431272984,-3.667139769,1.495705247,0.292133898,1.376376033,0.473623723,-2.135975838,-0.018837621,1.408556819,-2.475169182,1.572420835,0.540031254,0.159811571,-1.097084522,1.72751236,1.521586657,-4.143718243,1.951071858,-0.140711993,-1.604005456,-2.763754606,1.430954337,-1.751422524,1.93838644,1.473847389,-4.528001308,-1.662952781
6,6,,-0.726926684,0.642401695,0.793598831,-2.953858376,-0.050824665,-2.261153698,-3.289073706,1.551996112,-0.276444644,2.021955013,-1.126216531,-1.545852065,0.214224473,2.28832221,-2.638647795,1.445399165,0.125555605,0.366854012,-1.742986441,0.989433408,1.414743185,-2.056662083,1.29680562,0.409835637,-0.379120976,-1.953945756,-0.373382241,-1.877234697,1.642737269,-0.081794098,-3.528743505,-1.195409179
6,6,,-1.881652117,2.753490686,0.641428709,-0.984611213,1.693536282,-4.10123539,-2.330262661,1.000807405,0.58212769,1.255748034,-1.097098827,-1.303050995,0.276694745,1.945368052,-4.398382187,2.026893139,1.351913571,0.980649769,-0.035248984,1.339051008,2.532727242,-2.629976511,1.658262491,-1.619413495,-2.483469486,-2.408649445,0.057251159,-2.926071644,0.270074129,1.536342263,-5.643529892,-1.910475373
6,6,,-1.977304459,2.846766233,1.657127976,-2.440846205,2.168031454,-4.576857567,-2.703149796,0.507195234,0.583983719,0.773767412,-0.772628367,-1.261530399,1.06263721,1.140853643,-3.825676918,2.141834021,1.472771883,1.452695966,-0.114908509,1.235531688,0.621310771,-3.027075768,2.051110983,-2.713263988,-3.209584236,-3.187179565,1.330101728,-2.413356304,0.505179584,0.536306262,-4.814899445,-1.931089997
6,6,,-3.116396904,3.456899405,2.056406975,-0.189900964,0.913381279,-4.107734203,-2.158475161,0.838301778,0.241185874,1.384855866,-0.243733779,-2.43888092,0.445732325,1.138287544,-3.120131254,2.291686535,0.618942976,1.053709865,-1.736417532,0.811978579,0.358093828,-2.385601044,0.227586955,0.746676683,-1.944249511,-0.799684405,0.63761276,-3.722029686,1.307174325,0.1891132,-4.344419479,-0.454797208
6,6,,-2.655658484,4.028932095,1.568883896,-0.555257976,-0.176074862,-3.354411364,-2.388305664,1.462990046,0.276149035,1.496266365,-0.120253541,-1.753815532,-0.366562158,1.990176558,-3.510938168,2.363215685,1.24565661,0.68467617,-1.791612267,0.508258402,1.321897149,-2.028969526,0.221186444,0.49433431,-0.880457819,-0.465715915,-1.089256883,-2.635014296,1.178239107,-0.848592341,-5.065031052,0.382034212
6,6,,-2.235780001,3.105436325,2.329710007,0.445981026,1.136006355,-3.362989187,-2.456235409,0.393770069,-0.040879048,0.810642421,-1.077130437,-1.589143038,0.684927523,0.855590403,-2.329226017,0.086554006,0.263361543,0.035084248,-0.977836013,1.334838986,-0.6396963,-2.414366007,1.712438703,-0.191809684,-1.00635314,-1.359089255,0.795253813,-2.79557991,1.154126763,1.236692309,-4.277890682,1.233405471
6,6,,-1.326314092,0.939189136,-0.512899458,-1.766576767,1.720074654,-4.072422981,-3.112112999,1.890628934,0.200752571,0.806595862,-1.249234915,-2.545672894,-0.333351791,2.019153595,-3.021399498,2.258476019,2.101201773,-0.015501531,-1.723285794,0.939343572,2.013431072,-2.741291046,1.520985961,1.761142015,-3.783548355,-1.766371012,1.408693314,-2.400790691,0.480696023,1.955744386,-6.040159702,-1.381092787
6,6,,0.969950736,1.135150433,-0.722203374,-4.090898514,2.065610647,-2.148371458,-2.887779713,1.420332551,0.43290031,0.695059896,-0.805599391,-0.112263449,-0.34108308,-0.716058373,-1.634212255,0.59485811,0.966441095,1.064699888,-1.863078713,2.470551014,1.309480548,-1.512242436,1.78945148,0.068247065,-0.943764627,-1.724149823,1.666801214,-2.036044598,2.695929527,1.109699011,-3.435305357,-1.714545131
6,6,,-0.988623381,2.8232131,3.053856134,-0.385777533,1.315154672,-3.676378965,-2.128935575,0.478409648,-0.310675174,0.633052111,-1.486426592,-1.821030021,0.080326729,1.395513773,-3.608411551,1.365504026,0.362232089,0.209055066,-0.895861566,0.79758656,-0.693366051,-3.309818268,0.280784011,0.384665042,-1.185878158,-1.596620083,-0.326714426,-2.104707956,1.511752009,1.083583593,-4.234588623,0.887886763
6,6,,-0.987064362,1.550263524,0.57507807,-2.342814207,1.268878341,-3.428091764,-2.318190336,1.36065495,-0.610056043,0.66042608,-0.666297197,-1.368937492,-0.532525361,2.150658131,-3.489302874,2.19938159,1.63913703,0.263739318,-1.225636244,0.40187636,1.252386332,-1.629742265,1.79335618,1.029778957,-2.472931385,-2.481584072,0.981885254,-1.846084595,0.813352585,2.049000263,-5.414325237,-0.951286972
6,6,,-1.353495955,2.645294189,3.147558451,0.025123131,1.077035546,-3.124988556,-2.103835106,0.354657888,-0.446621269,1.25810194,-1.016973972,-1.8704741,-0.272639692,0.795126557,-2.948615074,1.193390608,0.139508426,0.098437659,-0.852763653,1.898223162,-0.504221201,-2.601307392,0.575125635,0.23692143,-1.62250948,-1.006081104,-0.807240486,-2.569319487,1.88517487,1.33660996,-3.701711893,1.291699767
6,6,,-0.896430433,3.090835571,0.727361798,-1.17145896,0.92814815,-3.216522932,-2.168581963,1.192867041,-0.501776397,0.824264169,-1.895953417,-0.546552956,-0.286730915,1.080451369,-2.84632206,1.121426702,1.54081285,-0.232395649,-0.836429238,1.507545233,1.632040858,-2.718741894,2.981099367,0.889264762,-2.937239408,-1.112465858,0.661755443,-3.31793499,0.489337057,1.84641397,-5.471284389,-0.604581118
6,6,,-1.709388137,3.913305283,2.892817497,-0.041562863,0.53694433,-3.570413589,-2.565640926,1.054472804,0.191831723,0.637005508,-1.620893598,-1.851368546,0.869426429,1.118511081,-3.440970182,1.755696654,0.82272774,-0.010294074,-0.875464559,1.984867334,-0.378042638,-2.705021143,0.622682273,0.185798064,-0.249044418,-1.859155178,0.086706161,-1.762777448,1.581026316,1.285317183,-5.074909687,0.861357212
6,6,,-1.76349318,3.572946787,-0.762965918,0.370984524,1.058117509,1.594674468,-1.493389964,-2.019296885,-0.561017931,-1.152168036,-1.303176761,0.020308403,1.707824469,-2.493377447,-0.986180067,-2.095969677,-1.604052901,0.235341325,1.657628298,2.480151653,-1.116969347,-0.274716437,1.794660449,-0.485357761,-1.215873241,-1.672590137,0.640703917,-0.317007214,-0.152933225,2.481328249,1.958241343,2.732929468
6,0,,-1.092817187,3.097457647,-0.649833918,-1.998973846,0.689966083,-0.875797153,-1.306618333,-1.514924645,2.276947498,-0.599623263,-2.953200817,0.382541806,2.144274473,-1.562495828,-3.344067335,-2.017060041,-1.758181095,0.163437471,1.594997048,1.810039878,-0.058685277,0.436413318,1.39449048,0.215504676,-0.476336241,-2.293452024,0.337381005,-1.748334408,-0.689214706,1.536634326,1.926655054,0.768605232
6,6,,-0.812063932,1.223173857,-0.295529991,0.374996752,0.04144353,3.017334938,-1.503938913,-2.820671558,-0.167170033,-1.29681778,-1.319806814,-0.049243532,1.307341695,-0.620236933,0.065814383,-2.395116806,-1.537908316,1.287852764,2.001686573,1.188763976,-1.286337733,-0.463221759,1.662874937,-0.113532782,-1.237812161,-0.957094908,0.037559774,1.10691452,0.526673913,3.729683638,2.59577632,3.253052711
6,6,,-2.087877035,3.129505396,-0.029659219,-0.557532847,1.126667738,0.881006837,-1.71657908,-2.40190053,1.446588159,-0.728977442,-1.700626731,-2.892632246,0.304409504,0.913581848,-1.640981913,-1.733906746,1.104110479,0.733299553,0.890275002,0.597770154,1.800755262,-2.480854988,1.94726932,1.349537849,-1.976383328,-0.016562063,0.525960505,-0.894363105,-1.472190022,0.792045593,0.03949213,0.791222453
6,6,,-0.583099306,2.105505466,-0.499166071,-1.336129665,-0.231373698,2.999043941,-1.26775527,-2.496940374,1.299997568,-1.086601257,-2.817301035,0.275917381,1.609903336,0.256066471,0.179576725,-1.877351761,-0.408798665,0.632814765,2.545728445,2.294235945,0.636393428,-1.052011847,3.147852182,-0.534126639,-0.832895041,-1.971326947,1.211206436,0.667031288,-1.836176395,2.356859207,2.34581852,0.804854393
6,6,,0.454202861,1.803670883,-0.004461829,-1.899201393,0.225071639,0.019775527,-0.302223891,-0.100588456,0.430011988,-1.722364068,-1.062276602,0.492918313,1.215753317,-2.326474905,-2.444887877,-0.630764365,-1.310885787,0.716910481,0.245509282,2.14740324,-0.609528244,1.192155957,0.688234508,0.331958622,0.071318097,-0.877260625,0.403333187,-1.866583824,0.567916751,1.814154863,2.977492094,0.265801162
6,6,,0.054871455,4.051971912,1.44565177,-1.184889078,0.912422836,-0.468402773,-0.123006463,-2.134129286,2.237756968,-1.737754345,-2.215022087,0.290386617,1.864976645,0.556792498,-0.229722023,-1.290070891,-2.217520952,0.911202013,0.69807303,0.642400026,0.859003067,-1.862237573,1.915672541,0.381407559,1.303315878,-1.477698803,-0.265421391,-2.205440044,-1.945484042,2.211611271,1.508035898,1.897157788
6,6,,-1.723126888,0.308006287,-1.461823583,-1.978196859,0.124799915,1.698109508,-0.83160603,-2.053929329,2.780863762,-0.624475777,-3.323137522,-1.461178064,1.878489614,1.008288741,-0.444744736,-1.077956557,0.370529532,0.817844272,2.650538206,0.953971028,-0.421254277,-1.290065646,2.05176115,1.616116762,-2.356242657,-1.744556904,2.56058383,0.671630919,-0.933187068,1.72330606,1.127048016,-1.097695827
6,6,,-0.672609746,2.770775795,0.221732154,-2.116271973,0.207259268,1.476576924,-1.928069949,-1.52441895,1.082223415,-1.603688836,-1.868151426,-0.414678216,0.781686366,-1.046112418,-1.357312202,-1.149156332,0.107200995,0.159121677,0.647299051,1.234021783,0.97353816,-0.091702588,1.336105704,0.382627398,1.443850756,-1.136916399,0.389887244,-1.578104854,-0.596208394,1.484395862,2.110910177,1.413182855
6,6,,-0.989790022,1.414706588,-1.796058655,-1.537739277,-1.135712266,3.008051157,0.183340341,-2.477629423,0.298399478,-0.565416634,-2.729485989,-0.100220107,2.205556154,-0.553258419,0.954902351,-2.52873826,-1.34699595,0.253257602,1.522082686,1.57118094,-1.125401497,1.360568404,1.558639288,0.018053899,0.473269492,-1.228751302,0.898298085,-0.214653209,0.194853917,1.238092422,2.121277094,0.731570899
6,6,,-1.208354473,1.131278157,-1.059884191,0.028501719,-0.3259826,1.796955585,0.308257222,-2.508599997,2.301594734,-1.835196853,-2.244743824,-0.031649858,1.898607492,-1.208509922,-0.456754386,-2.170205832,-1.197585821,-1.467307806,1.230834246,3.14581418,-1.179576635,0.53671819,1.151722431,0.111716218,1.464606643,-1.585680485,-0.168596298,-0.185897604,-1.430768967,2.892615318,1.833852768,2.37315917
6,6,,-1.327326536,2.634073019,-0.814497411,-2.934392214,-0.379148245,-1.492529988,-1.679669261,-0.658765793,2.609755993,-1.888332367,-2.00883913,-0.889365435,1.80535841,-0.491909593,-1.453301191,-0.054967765,-0.33290872,0.265010208,-0.158672571,0.560100436,0.870784342,-0.586049259,-0.102817498,1.285935521,1.010879517,-1.407129407,0.835167527,-2.822373867,0.059204143,1.048497915,1.910136104,-0.116269067
6,6,,-0.844522357,0.458931386,-0.854990244,-0.836532533,-0.02984984,2.703115225,0.13392888,-2.262343168,0.094033137,-1.57805717,-2.077967644,-0.014862034,1.51046133,-1.30172646,0.164654762,-2.104927778,0.442825586,-0.449230552,1.395097971,1.942372203,-0.117331237,2.338810921,2.350015163,-0.39461121,0.211954728,-1.26655674,-0.706259489,0.126459032,-0.515488625,1.157041311,1.196388721,2.71365881
6,6,,-1.451303959,1.387384653,0.070820995,-0.844438255,1.903802037,0.853994131,-1.657323837,-2.904864311,0.63717556,-0.74923408,-1.543835759,-2.876277447,0.286439389,1.362787366,-1.891043782,-0.811822236,0.431843847,1.677459359,1.388376594,0.296442866,0.25041908,-1.882065654,1.000834227,0.525292158,-1.987412333,-0.285387129,1.380995512,-0.237187654,-1.366167665,0.79601109,0.705279887,0.41598627
7,7,,-1.784590483,2.84529829,-0.324200124,-0.805939734,-1.950679898,-0.14868705,-1.971089721,-1.11472702,1.180571795,0.230516657,-1.81983614,-0.38229242,0.352724224,-1.295019388,-3.437772274,-0.518797636,-1.678786039,1.307863116,1.491296172,3.692889929,-1.407672644,-1.49200809,1.109392166,-0.329816967,1.839745164,-0.89260602,-1.416803479,-2.367902517,-1.002929807,3.488961935,1.48931706,1.191115141
7,7,,0.03271341,0.483234823,-0.008948534,-0.83651346,-0.04130001,3.456457853,-0.620975614,-0.67514044,-0.024167202,-0.835473359,-0.647104502,1.104905128,1.222535729,-2.119397163,-1.282282114,-2.273925781,-0.381815016,-0.42146188,1.774221182,1.491861463,-0.732571304,0.220310703,2.511427641,-0.833806217,-0.595076144,-0.79539001,0.383521706,-0.587524414,-1.219962597,2.228111029,2.187755346,0.156336531
7,7,,-0.731792271,-0.48070389,-0.026817217,0.467207491,1.967730641,3.529769659,-0.402026802,-2.221849442,0.649631143,-2.017625332,-1.402086139,-0.004695861,-0.270267725,-1.410383463,-0.127717867,-2.591917276,-0.678170204,-1.573277473,1.295695305,1.826341748,-2.137696981,-1.859312415,2.269669294,-1.665676117,0.277632385,-0.739145339,0.589409053,-0.673812687,-0.960265458,2.137195349,1.696908355,0.330569714
7,7,,-0.504398704,1.195641041,-0.320236355,-1.001725554,-1.372993469,-0.408814698,-0.454150796,0.001903607,1.035851359,-0.049345382,-0.858668089,-0.031620942,0.294563919,-2.440979004,-3.173225164,-0.185196102,-1.253361464,1.079961777,1.490668178,3.652393103,-1.680722117,1.002524257,0.477374017,-0.272300661,0.881415725,-0.585327506,-1.015801191,-3.165932894,-0.188921601,2.935694695,2.782893181,0.372618794
7,7,,-1.020933986,0.359063178,0.623745978,-0.978717089,-0.258878171,2.730015039,-0.114850678,-1.578619838,0.139582172,-1.100781083,-1.706506252,0.417045444,0.691947818,0.095949948,-0.288781524,-2.86640811,0.325259566,0.113397598,1.022723198,0.653059006,0.266186088,-0.399303973,2.524007082,-1.197164297,-0.506788552,-0.047036771,0.733210683,-0.114121228,-0.541223526,0.583608389,2.395791531,-0.200880021
7,7,,-1.064969778,-0.413923562,-0.436490804,0.309451371,-0.622945368,1.785416603,-2.071735144,-0.842017055,-1.716579318,-1.464070916,-0.76721704,-0.058091011,0.17605935,-2.389329433,-2.895189285,-1.402991056,0.050872043,-0.132030368,3.205250978,4.218465328,-0.755832314,0.021107258,1.349542856,-1.150320888,-0.125777453,0.107861593,-1.107904315,-1.858806252,0.434122145,4.040244579,2.789074183,2.336610317
7,7,,-1.766458035,1.373824716,0.804531813,0.223754764,-1.252642155,3.998887539,0.857242644,-1.59786725,0.664846718,-2.507395744,-2.046026945,0.003641605,1.342290044,-1.322055817,0.28871572,-0.743296146,-1.137235045,-0.253205836,0.292614818,1.905527115,-1.526554585,-2.231775045,2.94517684,0.123644657,-2.048362732,-0.382882506,0.660048842,0.532492876,-1.333652735,2.673736572,1.874002457,0.613515079
7,7,,-1.693589687,0.681672335,0.072019063,-0.552656829,-0.064405657,0.660008371,-2.635442972,-1.004758358,0.479600996,-0.232862994,-1.710180163,-0.826248348,0.164345399,-1.039144754,-2.662932396,-1.949918628,0.258564919,-0.398260474,1.443783879,2.860260725,-1.156320453,-1.629409313,1.911065221,-0.236457169,0.884166539,-1.446855068,-0.671658754,-3.348101139,-1.298065662,1.914878488,0.333193719,0.559371948
7,7,,-1.248865724,1.365024328,0.054660957,-0.500759065,-0.09833762,1.750993729,-1.406216502,-2.108005285,-0.264097333,-1.122211218,-1.308614731,0.160861209,0.517776728,-0.439802587,-1.519880772,-1.454972267,-0.860721111,-0.25143826,3.143994093,3.6237216,-1.183393359,-0.898651242,1.199197769,-0.899186134,0.042753085,-0.595060527,-2.188894987,-1.05230391,0.191445485,3.418529749,2.994962454,2.283411264
7,7,,-1.832489133,0.711966813,0.166915759,-1.7343961,0.640774429,1.900463581,-1.111510277,-1.05438292,-0.406997114,-1.187516093,-1.70097816,-0.081412226,0.469216913,-0.315963507,-1.030464292,-1.861971498,0.347051948,-0.098278798,1.152788281,0.193992659,0.636171281,-0.186033651,1.640382171,0.24218154,-1.984428525,-0.589276373,1.346505284,-0.337250471,-1.066237807,0.894103289,2.203298569,-0.24727197
7,7,,0.041350111,0.464843631,-0.227638811,0.895980239,-1.558349967,1.700505614,-1.045965075,-2.030857086,0.060182761,-0.554751098,-1.322768092,0.699265659,-0.037979349,-1.384801745,-2.140282631,-0.854103208,-1.965623736,-0.381010443,3.08581233,2.839113474,-1.188364863,-0.087610483,0.963705182,-0.799169481,-0.022999382,-0.051695816,-2.790376186,-2.065323114,0.138498843,4.605878353,3.245966673,2.5812006
7,7,,-2.116193533,3.320077658,0.642567992,0.096330032,-0.553224623,-0.297250688,-1.600966454,-2.472563505,0.922700524,-0.185097978,-1.601236701,-0.497505128,0.244689554,-2.079682827,-1.344387531,-2.438049555,-2.247024059,-0.070588529,1.816343784,1.392872095,-1.834444642,-1.348638177,0.347672045,-0.45682767,0.232584119,0.030665521,-0.694325984,-0.28663975,0.252286613,2.231024504,0.190483212,1.610655427
12,6,,-1.793070197,1.512030721,1.408540368,-0.226235732,0.658523798,2.973554373,0.080252901,-2.378798962,1.234827518,-1.751106143,-1.900426745,-0.929856598,0.0467158,0.047391597,0.497980267,-1.561833143,-0.088172816,-0.716819584,0.487040251,0.420291066,0.126181409,-1.709024549,2.044250727,0.53059566,-1.342177629,-1.108139515,0.095441259,-0.232644305,-0.424201041,1.135243535,1.874218822,0.696926892
7,7,,-2.740936279,1.50957334,0.05026881,0.560467243,0.496598423,2.546464443,-0.172271281,-2.878589153,1.638738155,-2.163412333,-1.246707797,0.819489658,-0.40196076,-1.700645208,-0.170150205,-3.755609035,-1.689236522,-2.661878824,3.104026318,2.60959363,-2.167678356,-1.830262065,3.307824612,-0.614076972,-0.117384449,-2.450073719,0.34408316,-0.423241496,-1.546893954,2.798297644,0.149165124,1.637786031
7,7,,-0.989758313,1.61362946,-0.700802922,-0.860087752,-0.432301432,2.282913923,-1.880777121,-1.472694755,0.697304845,-1.410976291,-2.300338745,0.142529845,1.191350818,-1.077435017,-0.807561874,-2.668137789,-0.519408345,-0.286710411,0.54455477,0.915889025,-1.016056776,0.518562496,2.293493509,-0.099994123,-0.689070344,-0.597016633,1.7275455,-0.357114524,-0.297824264,1.320315242,3.453707695,-2.058421612
7,7,,-1.261763573,-0.153087839,-0.78169924,-0.989539266,-0.503789902,0.965871036,-2.231327534,-0.778415442,-0.129108354,-0.257135749,-1.169702768,0.925446987,0.046141129,-2.028363943,-0.716929376,-1.727336168,-0.716396332,0.284722626,1.295014143,1.439952731,-1.234204888,0.328490227,2.437255144,-1.638317704,-1.465494871,-1.360730767,0.058657799,-0.74711287,0.780517638,2.968338728,2.307368994,2.207429409
7,7,,-0.977912605,-1.554736972,0.053301238,-0.730655313,-0.801173687,2.04237771,-0.691308379,-1.480509043,0.082729988,-0.574518919,-0.693738163,1.544448972,0.055473834,-1.452044725,-0.517358661,-2.865157366,0.065297358,-0.616508543,1.724187613,2.407264709,-1.052934051,2.618871689,1.405013442,-1.207221389,-1.189035535,-0.4958736,-0.273702085,-2.361497402,0.691366792,2.147215843,2.529965878,2.330850601
6,6,,-0.584883392,1.221461535,-1.273250818,-0.866689622,0.264784932,2.587622404,-3.270904541,-2.961982489,0.857952714,0.148131266,-1.058092952,-1.64471209,0.295022309,-0.74450171,0.210459068,0.666505694,-2.692523718,1.41091001,1.032832503,2.221300364,-1.124365211,-0.929414809,-0.657026052,-0.467401713,1.746453166,-1.176733136,0.232903466,3.411198854,1.81093955,1.240834951,1.950947285,1.461846709
6,6,,-1.467490554,2.022955418,0.116562448,-0.211893469,0.305517823,2.212251425,-1.749106407,-2.843397141,1.126009703,-0.311272651,-1.785771132,-1.632258415,-0.606471598,2.157829762,0.328602433,-1.5963974,-0.279766828,0.859056056,3.102094889,1.562868714,1.99263823,-1.578433156,0.791366339,-0.018181924,0.042108424,-0.45178476,-0.543493092,1.808677077,-0.477340609,1.868367076,1.319537282,2.523456812
6,6,,-2.15593338,1.19282949,0.689127028,-0.107871421,-0.039918363,1.218207359,-1.86632359,-3.270980358,1.14436686,-1.981227398,-1.577949047,-2.738175392,-0.013067856,2.336500406,0.280234486,-0.481817871,0.197823599,0.548484206,1.783173561,0.761664689,1.331317782,-2.515646935,1.42222321,-0.232297167,-0.115228534,-0.005111529,0.308599412,0.84117192,-0.796781063,1.609089732,1.406550646,1.837807536
6,6,,-0.11353571,1.399482727,0.741331935,-1.894042373,-1.645796895,4.001681328,0.353753746,-2.468050957,1.274603128,-1.076105356,-1.426602006,0.190715298,-0.47083807,0.621936381,0.748457909,0.179269761,-1.203201294,1.864185691,0.968945622,-0.187859252,1.53369236,-1.159464121,0.633599102,0.731281579,0.6351372,-0.144489408,-0.920680463,1.43422389,-0.714324057,0.674610019,1.265718699,1.498715043
6,6,,-1.578042507,2.639764309,0.680865049,-3.631707907,-0.164530322,0.308793962,-2.046208858,-1.887290001,1.527146697,-1.566663027,-1.948512316,0.408795238,0.198338717,0.066862158,-2.580763817,-0.142500654,-1.166957498,0.406190932,0.802001297,1.03980875,0.463336289,-0.843840718,0.259223074,-0.001353362,0.76474154,-1.453115702,-0.173929259,0.006649124,-0.933982968,0.239377126,1.49848783,-0.15237543
6,6,,-0.309212625,1.414551139,1.005423188,-1.479085803,0.876332223,2.776499987,-0.119956352,-2.200449944,-0.504548669,-1.055755258,-1.336084723,-0.433021724,-0.956257284,0.46462357,0.032641638,-3.670311928,-1.650013685,-1.034382582,0.486652195,0.686463416,0.612423837,-1.706883192,2.089992523,-0.778563619,-1.533164263,-0.428532809,-0.598597169,-0.193468004,0.040800426,-0.281353176,1.788805723,2.218066454
6,6,,-1.434280753,1.554196835,0.428829581,-0.031976748,-1.020357251,2.319878578,-1.796267033,-2.306439161,0.005871397,-1.206322312,-0.861180842,-2.119797707,-0.89073503,1.815333128,-0.376332283,-0.095888466,-0.185171425,1.053932548,1.886057258,1.087516546,1.80807054,-1.502675056,0.760272503,-0.829281032,0.579756916,0.316299528,-0.537314951,0.30338648,-0.645120323,1.514049172,1.336769462,2.382764578
6,6,,-2.39996624,2.55347085,-0.587112784,-2.800736666,-0.296853989,1.020774245,-3.648951054,-1.445038795,0.710367858,0.129487872,-0.900556028,-0.726378143,-0.600565851,-1.323156834,-1.095105648,0.370546311,-1.687910914,0.813074648,0.471425444,2.575490236,-0.615472078,-1.174111366,1.046958566,0.841189682,2.484521627,-0.719108343,0.548271656,1.018560767,1.904423594,0.924472153,1.120459914,-0.829004586
6,6,,-0.26560843,0.074037492,0.598937452,-1.680262685,0.414838046,2.147281885,-1.531424165,-2.933943033,0.190970689,-1.471395493,-1.400489926,-2.865499735,2.126556158,0.256336421,-0.177456245,-0.095172159,-0.250755966,0.841774642,1.608883858,1.730538249,0.403871,-1.365334392,0.337074608,-0.619011402,-0.045467608,-0.454920441,0.566605568,0.548854709,1.139660597,1.171837687,3.500977278,1.311116934
6,6,,-1.066194654,2.559680462,0.592488348,-1.410794258,0.207911491,2.349229097,-1.978739858,-2.265612841,-0.518970907,-0.792890668,-0.517426193,0.490848958,0.322783738,-1.231905103,-0.825411677,-2.597236156,-2.635642529,0.072172575,1.3898592,1.726146936,-0.807167053,-0.594456375,2.068076611,0.183783397,0.494317085,-1.051859498,-0.947429776,0.626157343,-0.125738397,1.955927491,1.594455957,0.176726624
6,6,,-1.711343646,0.485923648,-1.132366538,-1.60920155,0.19873783,2.346442938,-1.164300442,-3.844120979,2.459925413,-3.709539175,-3.317562819,-0.567674696,1.758115888,-1.024486661,-0.453675449,-0.756214321,0.741790354,0.320256501,1.233076692,2.321625233,-0.616114795,-1.238562346,0.489845812,0.278207183,0.674051404,-0.956813276,-0.093417466,1.120753169,-0.870141864,-0.193187907,2.377000809,1.457786322
6,6,,-0.646914601,-0.024782067,0.648398995,-1.446679235,0.179758877,1.930328846,-2.021313429,-1.666835666,-0.55439651,-0.903729498,-0.280538708,-0.263778806,-0.217368692,-0.428306401,-0.416364908,-2.322474718,-1.40944469,-0.499694735,-0.268568546,1.225564837,0.209283531,-0.171217635,2.006865025,-0.139029756,-0.645078897,0.077370875,0.862436831,0.250796556,1.016996026,0.226123124,1.805230379,0.750535429
