Predicted labels before feature engineering,Predicted labels after feature engineering,No of new features,feature_8,feature_15,feature_24,feature_26,feature_28,feature_29,feature_35,feature_36,feature_44,feature_46,feature_58,feature_60,feature_86,feature_93,feature_102,feature_109,feature_113,feature_117,feature_143,feature_145,feature_170,feature_174,feature_178,feature_182,feature_201,feature_207,feature_209,feature_219,feature_222,feature_226,feature_229,feature_232,feature_233,feature_238,feature_256
27.0,27.0,,1.697793603,-0.731792271,-0.48070389,-0.026817217,-0.985908151,0.845729828,1.967730641,3.529769659,-2.221849442,-0.374141037,0.649631143,-2.017625332,-1.245794535,-0.004695861,-0.127717867,0.033946238,-2.591917276,-0.678170204,1.295695305,1.220637798,-1.925187111,-0.712894619,-1.859312415,2.269669294,0.277632385,-0.739145339,0.675521195,-0.673812687,-1.158768296,-1.670808554,1.237992167,0.285823494,1.696908355,-1.942553163,-2.605197668
27.0,27.0,,0.845167756,-0.504398704,1.195641041,-0.320236355,-2.565962315,0.688148201,-1.372993469,-0.408814698,0.001903607,0.380074531,1.035851359,-0.049345382,0.329738826,-0.031620942,-3.173225164,-0.06764324,-0.185196102,-1.253361464,1.490668178,1.115729809,-1.297348261,0.242288813,1.002524257,0.477374017,0.881415725,-0.585327506,0.623645067,-3.165932894,-1.6249125,-0.610352933,1.407671094,-2.321775913,2.782893181,-0.174336091,-1.2504704
27.0,27.0,,1.384897113,-1.020933986,0.359063178,0.623745978,0.591676772,-2.002366304,-0.258878171,2.730015039,-1.578619838,0.23193635,0.139582172,-1.100781083,-0.797206879,0.417045444,-0.288781524,-0.717444539,-2.86640811,0.325259566,1.022723198,0.460368961,-0.908573568,0.974589288,-0.399303973,2.524007082,-0.506788552,-0.047036771,1.479951024,-0.114121228,-0.511069238,-0.065972932,1.00492084,0.275677353,2.395791531,-1.347914577,-1.390254974
27.0,27.0,,1.114006758,-1.064969778,-0.413923562,-0.436490804,-1.217741489,0.64624542,-0.622945368,1.785416603,-0.842017055,-0.29609102,-1.716579318,-1.464070916,0.690884948,-0.058091011,-2.895189285,0.034664661,-1.402991056,0.050872043,3.205250978,0.584652364,-2.06348443,0.64036572,0.021107258,1.349542856,-0.125777453,0.107861593,1.750664353,-1.858806252,-0.585960031,-0.938090146,1.314296126,-0.985702753,2.789074183,0.8409217,-1.613841414
27.0,27.0,,1.629944324,-1.766458035,1.373824716,0.804531813,-0.586791813,0.061178654,-1.252642155,3.998887539,-1.59786725,-1.546754837,0.664846718,-2.507395744,-0.646165311,0.003641605,0.28871572,1.098077536,-0.743296146,-1.137235045,0.292614818,1.319071531,-1.698581934,0.443710446,-2.231775045,2.94517684,-2.048362732,-0.382882506,0.665014327,0.532492876,-0.435425043,-2.415376663,-0.092336401,0.339211285,1.874002457,-3.367188931,-0.803336442
27.0,27.0,,1.648940563,-1.693589687,0.681672335,0.072019063,-2.598002434,-0.546049595,-0.064405657,0.660008371,-1.004758358,-0.881877661,0.479600996,-0.232862994,0.284974843,-0.826248348,-2.662932396,0.007374801,-1.949918628,0.258564919,1.443783879,0.923383176,-2.659245491,0.500914037,-1.629409313,1.911065221,0.884166539,-1.446855068,1.111837983,-3.348101139,-2.321596622,-0.54941982,0.907155752,0.099928878,0.333193719,0.302063286,-4.198077679
27.0,27.0,,1.015913963,-1.248865724,1.365024328,0.054660957,0.379181594,0.684749782,-0.09833762,1.750993729,-2.108005285,-0.061679903,-0.264097333,-1.122211218,0.41817075,0.160861209,-1.519880772,0.284537286,-1.454972267,-0.860721111,3.143994093,1.445490837,-1.189085841,1.836183786,-0.898651242,1.199197769,0.042753085,-0.595060527,2.622006655,-1.05230391,-0.928309143,-2.03439188,0.887194872,0.089953668,2.994962454,0.277932793,-1.307761908
27.0,27.0,,0.853793323,-1.832489133,0.711966813,0.166915759,0.566194952,-2.090853214,0.640774429,1.900463581,-1.05438292,-0.247661904,-0.406997114,-1.187516093,-0.852331102,-0.081412226,-1.030464292,-0.466267437,-1.861971498,0.347051948,1.152788281,0.816786349,-0.867724597,0.889682949,-0.186033651,1.640382171,-1.984428525,-0.589276373,1.791166306,-0.337250471,-0.664461195,-0.491336912,1.119565368,0.090432025,2.203298569,-0.971514046,-1.928550601
27.0,27.0,,0.530349255,0.041350111,0.464843631,-0.227638811,-1.560914159,1.297709584,-1.558349967,1.700505614,-2.030857086,0.745858431,0.060182761,-0.554751098,0.798403203,0.699265659,-2.140282631,-0.383137345,-0.854103208,-1.965623736,3.08581233,0.456690848,-1.764430642,1.091576338,-0.087610483,0.963705182,-0.022999382,-0.051695816,1.273688078,-2.065323114,-2.050959587,-2.18054533,0.171597034,-0.327917933,3.245966673,0.672818005,0.156112611
27.0,27.0,,1.298307896,-2.116193533,3.320077658,0.642567992,0.839709878,0.808796942,-0.553224623,-0.297250688,-2.472563505,-0.681240082,0.922700524,-0.185097978,0.08938466,-0.497505128,-1.344387531,-0.607832432,-2.438049555,-2.247024059,1.816343784,3.858454466,0.346647441,2.580459118,-1.348638177,0.347672045,0.232584119,0.030665521,-0.543962598,-0.28663975,-1.516693115,-2.556968927,0.617508054,0.481074333,0.190483212,-1.596667409,0.307551116
31.0,26.0,,2.513876438,-1.793070197,1.512030721,1.408540368,-0.587240636,-0.262601793,0.658523798,2.973554373,-2.378798962,-0.166561693,1.234827518,-1.751106143,-0.953726053,-0.929856598,0.497980267,0.199991614,-1.561833143,-0.088172816,0.487040251,1.364581704,-2.778958082,1.529368043,-1.709024549,2.044250727,-1.342177629,-1.108139515,1.212306499,-0.232644305,-0.373889655,-1.385858774,0.71694386,1.181306481,1.874218822,-2.188220263,-2.622619152
27.0,27.0,,0.494662255,-2.740936279,1.50957334,0.05026881,-2.160402298,0.006275353,0.496598423,2.546464443,-2.878589153,-0.145767525,1.638738155,-2.163412333,-1.670307398,0.819489658,-0.170150205,-1.575362682,-3.755609035,-1.689236522,3.104026318,1.708432317,-2.370649815,0.405921966,-1.830262065,3.307824612,-0.117384449,-2.450073719,-1.320118904,-0.423241496,-3.036831379,-1.75158,1.867392898,0.635332406,0.149165124,-1.563073874,-2.485508919
27.0,27.0,,1.154275179,-0.989758313,1.61362946,-0.700802922,-0.730004966,-0.807573497,-0.432301432,2.282913923,-1.472694755,-0.178729668,0.697304845,-1.410976291,-0.792616725,0.142529845,-0.807561874,-0.984951794,-2.668137789,-0.519408345,0.54455477,1.359277248,-0.599847019,-0.036246337,0.518562496,2.293493509,-0.689070344,-0.597016633,0.293635815,-0.357114524,-0.136304364,-0.787431657,2.065480232,0.436505318,3.453707695,-1.731529593,-1.23848629
27.0,27.0,,2.21815896,-1.261763573,-0.153087839,-0.78169924,-0.699747682,0.228362978,-0.503789902,0.965871036,-0.778415442,-1.022860885,-0.129108354,-0.257135749,-1.110794544,0.925446987,-0.716929376,0.21952042,-1.727336168,-0.716396332,1.295014143,1.94004941,-0.233471185,1.184691668,0.328490227,2.437255144,-1.465494871,-1.360730767,1.23311305,-0.74711287,-0.866340339,-1.352700233,-0.151106611,0.290182978,2.307368994,-1.333479047,-1.800471187
27.0,27.0,,1.484341741,-0.977912605,-1.554736972,0.053301238,-0.797694087,0.061956026,-0.801173687,2.04237771,-1.480509043,-1.347711086,0.082729988,-0.574518919,-0.085993789,1.544448972,-0.517358661,0.044520207,-2.865157366,0.065297358,1.724187613,1.294960976,-1.676877022,2.379528284,2.618871689,1.405013442,-1.189035535,-0.4958736,2.191806316,-2.361497402,0.208233684,-1.805471778,1.109941959,-0.307921648,2.529965878,0.186592981,-1.669266105
23.0,23.0,,0.29148984,-0.584883392,1.221461535,-1.273250818,1.470281243,1.916540861,0.264784932,2.587622404,-2.961982489,-0.530238748,0.857952714,0.148131266,-0.163958177,-1.64471209,0.210459068,1.054771066,0.666505694,-2.692523718,1.032832503,2.748228788,-1.529471993,2.118739843,-0.929414809,-0.657026052,1.746453166,-1.176733136,1.118008614,3.411198854,-1.62559402,-2.157823086,2.574110508,0.42991063,1.950947285,-1.522643328,-1.806553841
23.0,23.0,,-1.367722511,-1.467490554,2.022955418,0.116562448,0.343961328,1.194118619,0.305517823,2.212251425,-2.843397141,-0.317073673,1.126009703,-0.311272651,0.668088496,-1.632258415,0.328602433,-0.128215566,-1.5963974,-0.279766828,3.102094889,2.005185604,-2.1218822,1.099746466,-1.578433156,0.791366339,0.042108424,-0.45178476,1.161385179,1.808677077,-2.021890879,-0.071588613,1.57883513,0.127448246,1.319537282,-1.927648664,-0.775848091
23.0,23.0,,-0.938071132,-2.15593338,1.19282949,0.689127028,-0.159633517,1.665267944,-0.039918363,1.218207359,-3.270980358,-0.812476695,1.14436686,-1.981227398,0.555579245,-2.738175392,0.280234486,-0.517052591,-0.481817871,0.197823599,1.783173561,1.297317147,-1.985809326,1.807204366,-2.515646935,1.42222321,-0.115228534,-0.005111529,1.4179914,0.84117192,-1.250102162,-0.048750438,0.729683876,-0.162281305,1.406550646,-1.511153817,-1.192462444
23.0,23.0,,0.691422403,-0.11353571,1.399482727,0.741331935,-0.326149285,-0.370680928,-1.645796895,4.001681328,-2.468050957,-0.522875369,1.274603128,-1.076105356,0.743850827,0.190715298,0.748457909,0.966778696,0.179269761,-1.203201294,0.968945622,-0.615091205,-3.305998564,0.58708483,-1.159464121,0.633599102,0.6351372,-0.144489408,0.623319566,1.43422389,0.18434903,-0.633301318,2.829212666,1.34418726,1.265718699,-0.34923324,0.61699903
23.0,23.0,,0.334727257,-1.578042507,2.639764309,0.680865049,-0.675242364,-1.919509649,-0.164530322,0.308793962,-1.887290001,0.214322224,1.527146697,-1.566663027,0.275349349,0.408795238,-2.580763817,0.824596226,-0.142500654,-1.166957498,0.802001297,1.150889516,-1.507488012,0.289439172,-0.843840718,0.259223074,0.76474154,-1.453115702,1.63989675,0.006649124,0.138916448,0.093499154,2.122500181,0.739331663,1.49848783,1.24472332,-0.79074055
23.0,26.0,,1.318512678,-0.309212625,1.414551139,1.005423188,1.47732234,0.432850718,0.876332223,2.776499987,-2.200449944,-0.807281137,-0.504548669,-1.055755258,-2.931981325,-0.433021724,0.032641638,-0.051753998,-3.670311928,-1.650013685,0.486652195,3.197598696,-2.304835081,-0.694770694,-1.706883192,2.089992523,-1.533164263,-0.428532809,1.326291084,-0.193468004,0.421610385,-0.209953666,0.394959629,2.059805632,1.788805723,-1.773711443,-1.591599464
23.0,23.0,,-1.003940105,-1.434280753,1.554196835,0.428829581,0.062928617,0.933971822,-1.020357251,2.319878578,-2.306439161,-0.453163385,0.005871397,-1.206322312,1.177228093,-2.119797707,-0.376332283,-0.29707706,-0.095888466,-0.185171425,1.886057258,0.99025774,-0.823204935,1.077334762,-1.502675056,0.760272503,0.579756916,0.316299528,1.696498871,0.30338648,-1.691619515,-0.982536435,0.889991581,-0.588698328,1.336769462,-1.090155005,-0.477794886
23.0,23.0,,0.922415197,-2.39996624,2.55347085,-0.587112784,-0.141608939,0.915209234,-0.296853989,1.020774245,-1.445038795,0.86869365,0.710367858,0.129487872,-1.426364303,-0.726378143,-1.095105648,0.134865552,0.370546311,-1.687910914,0.471425444,2.202990055,-1.607825518,1.098687291,-1.174111366,1.046958566,2.484521627,-0.719108343,0.830638647,1.018560767,-2.741221189,-1.168656945,1.681879878,-0.04212964,1.120459914,-0.486583173,-2.337113857
23.0,23.0,,-0.418736488,-0.26560843,0.074037492,0.598937452,0.782095611,1.717255592,0.414838046,2.147281885,-2.933943033,-0.565488279,0.190970689,-1.471395493,0.52913326,-2.865499735,-0.177456245,1.757988811,-0.095172159,-0.250755966,1.608883858,1.816766381,-1.556197524,-0.026505532,-1.365334392,0.337074608,-0.045467608,-0.454920441,1.650932074,0.548854709,0.521901071,0.100816779,1.04778707,1.06254828,3.500977278,-1.228270173,-1.60855937
23.0,23.0,,-0.087604657,-1.066194654,2.559680462,0.592488348,-1.017798185,0.556078792,0.207911491,2.349229097,-2.265612841,-0.285559207,-0.518970907,-0.792890668,-0.410242319,0.490848958,-0.825411677,1.280447841,-2.597236156,-2.635642529,1.3898592,2.031459332,-1.592773557,-0.002184936,-0.594456375,2.068076611,0.494317085,-1.051859498,-0.085440293,0.626157343,-1.232440114,-1.07797575,0.65650028,2.189907312,1.594455957,1.71891427,-0.487676203
23.0,23.0,,-1.157692194,-1.711343646,0.485923648,-1.132366538,-1.122977376,1.160037279,0.19873783,2.346442938,-3.844120979,0.003823478,2.459925413,-3.709539175,0.695302486,-0.567674696,-0.453675449,2.11602211,-0.756214321,0.741790354,1.233076692,0.014217772,-2.820947886,-0.015780613,-1.238562346,0.489845812,0.674051404,-0.956813276,0.909714162,1.120753169,-0.275094628,0.280802786,2.417228222,1.551752448,2.377000809,0.664406955,-0.652483463
26.0,28.0,,0.671875715,-0.646914601,-0.024782067,0.648398995,-0.351277769,0.176971212,0.179758877,1.930328846,-1.666835666,0.637100875,-0.55439651,-0.903729498,-1.812263489,-0.263778806,-0.416364908,-0.063189365,-2.322474718,-1.40944469,-0.268568546,2.097617149,-1.135519266,0.527215123,-0.171217635,2.006865025,-0.645078897,0.077370875,1.2261132,0.250796556,-1.747563839,-0.995348036,1.168226719,0.552592635,1.805230379,-2.286761999,-2.203951836
23.0,23.0,,0.06333743,0.170910656,1.254072189,-0.370004535,0.264161825,0.414649069,-1.049834013,1.498892069,-2.178919077,-0.196827322,-0.345797896,-0.863952637,-0.504545748,1.288694859,-0.213457659,-0.021003939,-1.523574591,-1.402070999,0.367088109,1.22145319,-0.997054577,0.447504312,-0.305297583,1.00985384,0.511644006,0.237752363,-0.210264266,-0.03593488,-0.393721521,-1.048577905,1.633798957,0.501988709,0.97620821,-0.279926628,-0.769673705
23.0,23.0,,-0.959366679,-1.348417759,2.352961302,0.332887024,-0.37771064,1.209873676,0.271787167,0.926112831,-2.198328733,-0.277739823,1.189960837,-0.517899156,1.892292976,-1.225602865,-0.023881191,0.67831403,-0.718347132,-0.803941429,2.173405886,2.238478899,0.000658164,1.974389315,-1.22014308,0.370966136,0.33096838,-0.297769189,2.192305803,1.784588814,-1.760728836,-1.756780028,1.518284321,0.421572626,1.376911879,-1.437761426,-1.251913428
23.0,23.0,,2.271804571,-0.380580485,1.184443474,-0.256275713,0.190677106,0.043424074,-0.957569897,1.865555763,-1.044877768,-0.537629366,-1.266905069,-0.189071879,0.117735617,0.582918406,-0.935101271,0.86748457,-0.730607331,-0.259686798,1.076525331,0.383348823,-0.392375112,1.315105319,-0.618256152,0.148644984,0.237328842,0.771142185,0.577794433,0.462194055,-0.059401229,0.411004841,1.611984849,0.368490785,2.574388504,0.197409973,-0.516755223
23.0,26.0,,0.702196956,-0.532821953,0.467787296,0.727369189,0.347427338,-1.98020792,-0.38656345,1.690759182,-1.092382789,-0.151508689,0.782406628,-0.354128629,0.76597631,-0.288293362,-0.529212058,0.757981718,0.075340226,0.20067963,0.114279613,1.429530501,-0.434852779,0.337426901,-0.674863994,1.249879956,-0.060460813,-0.673599005,1.423250318,0.133018732,0.688337624,0.031856753,1.463358164,0.462302327,2.105914831,-0.950830221,-0.954753101
23.0,23.0,,-0.391552269,0.556450844,2.056028128,0.913519025,0.512807786,0.430818111,-2.160412788,1.660859585,-2.017122746,-0.522842348,-0.545242906,-0.396085709,-0.449161291,1.283952713,-0.53544879,-0.304309577,-1.019287944,-2.080761671,0.261475414,1.105058074,-1.317227006,0.270994306,-0.10702756,1.054409266,-0.251080334,0.381451756,-0.190562606,-0.019059815,-0.412346303,-0.411597878,1.146806479,2.72442627,0.346785933,0.897856116,0.004343927
26.0,26.0,,0.152832299,-2.400808573,1.334309697,1.057456017,-2.284688711,0.334761292,0.919732034,0.988411605,-3.238174438,-0.581184804,0.93648684,-1.654754519,-0.442132533,-1.154476285,-0.033813681,-0.587483227,-0.865717888,0.203025058,0.985288024,0.825378001,-1.350507617,0.899246514,-1.763252139,2.451723814,-1.860738039,-1.161625266,-0.194447115,-1.140942216,-0.998046994,-1.441151381,0.225642875,0.615219474,1.034917235,-1.406051636,-0.921489775
26.0,26.0,,0.1860912,-0.357730746,-0.570781052,1.941943288,0.12076015,-0.511131644,-1.492664099,2.856253147,-1.680919051,0.622548223,0.705265343,1.050076962,1.58798337,0.96006465,-1.214559674,1.68514812,-1.110223532,-0.490383655,2.064936161,0.084810697,-1.525856733,-1.546359777,1.029063106,1.090200901,1.540994167,-0.999574661,0.000245351,-0.464747071,-1.471366405,-1.168002844,0.801960111,0.396210372,1.778220296,0.806131721,-1.575748444
26.0,26.0,,-0.311566085,-1.771501422,2.137133598,0.485317439,-1.163811684,1.614577889,-0.408093005,0.386257917,-2.171019316,-0.1643987,0.810398281,-0.361778915,0.574890018,-1.777094841,0.065351084,-0.73468101,0.149311885,-0.318004608,0.884960473,1.359891772,-1.5343256,2.078839302,-1.925636649,2.409053564,-0.648203075,-1.274628043,0.027794186,0.612779617,-3.353466749,-2.662575006,0.472677827,-0.747560024,-0.574486434,-2.836369276,-1.432537675
26.0,26.0,,-0.619365156,-0.225196317,0.949570179,1.890340209,-0.240536138,0.176325977,0.376538604,0.853333771,-2.166201353,-0.784914553,-0.165745065,-1.047440648,-0.340112209,1.082514167,-0.848748684,1.004701018,-0.874535859,-0.347706288,0.908507049,2.27950263,-0.930681407,0.48133266,-0.998006761,2.99157238,-1.541535497,-1.558715343,0.105292,1.208346367,-0.597928047,-1.382684708,1.160968423,2.319932699,0.673349142,-1.278800368,-1.523909926
26.0,26.0,,-0.482053339,-0.650649667,0.19089672,1.593847394,-0.182864949,0.490062684,1.269924879,2.041022778,-2.938289881,-1.969187379,-0.024859387,-1.829360008,-1.658634663,1.044231415,-0.658466816,1.8655231,-2.225075245,-0.203401402,0.143575311,1.442571521,-1.331901312,0.6223557,-1.806458712,2.637073278,0.106714807,-1.056764483,0.563560486,0.950049937,-1.208951592,-1.079199553,1.36213243,0.464516848,0.933685243,-1.408494353,-1.914650083
26.0,26.0,,0.56046015,-0.766204119,0.578747451,0.261231929,-1.524943352,-0.119130187,-1.138867259,0.614340961,-2.056280375,0.450650811,0.327448964,0.031073252,2.310872793,-0.460855335,-2.46153307,1.638424993,-1.575838566,-0.251178384,0.517849684,1.584710598,-0.939155519,-0.768884599,-0.058004096,1.806726694,1.610502839,-0.46485123,1.013841629,-1.211636424,-1.05554378,-1.682689786,0.718752444,1.842365384,1.526056886,-0.730580389,-2.224244356
26.0,26.0,,0.411913425,0.899133265,1.752246857,2.731100798,-2.038264513,0.169452667,0.071478516,-0.749245703,-1.816417098,1.338254333,1.839999318,0.831206441,-0.694362044,1.14159596,-1.295484066,0.693006396,-0.701418281,-1.08440721,0.900757849,0.912320673,-0.655937731,0.711147904,1.694700718,3.418988228,-0.637978196,-1.937904954,1.43936336,-1.50190115,-3.425024271,-1.210509777,-0.526453555,0.529267907,-0.617425919,-0.169395447,-1.040126204
26.0,41.0,,0.047132846,-0.73198092,1.5657233,0.688504755,-0.2145385,0.548797607,-0.081794105,2.607367516,-2.2073493,-0.517548323,-0.861567557,-0.489206731,0.518846452,1.200958371,-0.543638527,1.708470106,-2.415462971,-0.970623553,0.387628794,3.262196541,-1.374836087,0.489446849,-1.307403684,2.092265606,0.271393806,-0.6570189,0.73623991,0.814227641,-1.392552137,-2.440292358,0.503495514,2.914525032,1.509046674,-2.066721201,-2.031242132
26.0,26.0,,-0.474022597,-2.551830769,1.386231422,1.346011877,-0.286638826,-0.528897882,0.136137098,0.877354681,-2.794796467,-0.862614334,0.844428778,-1.43435657,0.863905251,-1.883006096,0.21075356,0.558281898,0.021528089,0.257869899,-0.166500211,1.120967865,-2.437017918,1.039481521,-1.920137286,1.556846857,-1.020992875,-1.534195423,1.501274705,0.517485559,0.104741834,-1.808181882,1.148509622,1.327496886,-0.207033247,-1.811262012,-1.927202344
26.0,26.0,,0.129356116,-0.504701853,0.454484135,0.56691134,-0.322397441,0.757717371,0.064502507,2.606042147,-2.461541414,-1.618182063,-0.647975624,-1.156897068,1.485319734,-0.629176736,-0.490959704,1.838430643,0.307060689,-0.377514035,0.98943305,1.010318875,-0.587704301,-0.300392687,0.586494982,1.843884587,0.619642138,-1.343649626,0.740367651,1.294476032,0.315782338,0.027176432,0.564949274,1.015729904,2.008738518,-1.056663752,-1.465777397
26.0,26.0,,0.725757897,-2.335351706,2.017899275,0.996137083,-1.000001073,-0.295520097,-0.369099468,2.259578705,-2.48502183,-1.023572922,2.69175005,-2.074634075,-0.202977076,0.326439679,0.039859645,1.968168736,0.401874065,0.882109404,-0.079642296,1.434991121,-1.412295461,1.183228612,-2.047614813,2.612597942,-0.599262357,-2.166003942,1.413000226,0.798061013,-1.648833871,-0.972097576,1.253569484,0.55237627,1.358721733,-2.488656044,-2.592630148
26.0,26.0,,0.973172486,0.559577048,0.411838919,0.853447556,-1.218584895,0.255223662,-0.024072306,-0.336579889,-1.400221705,0.497322977,1.442734003,-0.294498712,-1.408752799,0.506959677,-0.189897209,0.152497932,-1.90973556,-0.879986763,0.922488868,0.845983386,-0.997136772,0.625668228,2.04555583,2.393527985,-0.198780939,-1.212264061,0.733838737,-1.384407282,-2.144393682,-0.803273201,0.88164413,-0.313215941,2.338031054,-0.683645904,-1.657647133
26.0,26.0,,0.554284155,0.393161267,1.958012104,2.674381495,-1.998334527,0.784200191,0.510037005,-0.383627355,-2.061375141,1.012763023,2.294048786,-0.198439971,-0.633115053,1.145483851,-2.58332777,1.215371847,-1.502741337,-0.582210958,1.182337999,1.557547092,0.240128025,1.331264973,0.179704249,2.61621356,-0.115277357,-1.313779354,0.674249411,-0.72702378,-2.018016338,-0.915939271,0.717031538,1.010971665,1.883397222,0.095902763,-0.754884958
25.0,25.0,,0.22794874,-2.455172062,1.222830176,0.890247166,-2.396019936,-0.47544089,0.538813949,2.794773817,-1.43631196,0.450194091,1.310390711,-0.813127756,0.204821497,0.439447641,-0.827154636,1.584054232,-0.882315218,0.418761283,1.309967875,2.232755661,0.486022711,0.486137718,-1.794569135,2.989408731,-0.220160052,-2.248852253,-0.101202749,0.207265183,-2.669154882,-1.17156148,-0.08916764,-0.750809312,0.74967134,-2.452442408,-1.686229825
25.0,25.0,,1.285173178,-1.675353408,2.014119864,1.36169672,-0.925378144,-1.165678382,0.021215616,0.376802117,-1.041051626,0.937259734,1.73582387,-1.616323352,-0.307421088,0.922984362,-1.975659847,0.578578711,0.227676794,-0.829771578,0.162191078,1.420575976,-0.49777472,1.18767488,-3.115644217,1.622409582,-1.086200476,-1.385546803,1.839910388,-1.318250179,-0.543949366,-0.720759153,1.624740362,-0.188607812,1.246503472,-1.259751201,-1.319467306
25.0,25.0,,0.442174494,-0.940417588,-0.00067601,1.433178067,-0.802018881,0.349626631,1.090878844,0.615761042,-0.654457867,0.581288278,1.266604185,-0.723764241,-1.166592956,-0.279411286,-2.561541319,-0.092301108,-0.888090074,-0.532850325,0.694997251,0.517808497,-0.124838375,0.924191833,-1.946968079,1.617163301,-0.937899113,-0.526723921,0.991853058,-1.756324768,-0.956213236,-0.221266747,0.710472286,-0.143370911,0.738229573,-1.962433577,-1.133267999
25.0,25.0,,-0.768934846,-1.93000865,1.850136399,2.397835016,0.035125826,-1.256280899,0.430999458,-0.082039297,-1.503831148,0.843024254,0.761937559,-0.136976957,0.576671243,-1.837404251,-1.249241233,-0.285128057,0.815612674,0.116029561,1.291786909,0.677443087,-1.604318142,1.910987377,-2.750733614,1.784666896,-1.737062931,-1.580387473,1.550246239,-0.502772808,-3.460037231,-2.09590745,0.534848213,-1.29352653,-0.988186479,-2.217646122,-1.22102499
25.0,25.0,,1.115379453,-2.012571335,1.363648415,0.747946441,-2.067791939,1.006947637,-0.914059341,0.706673265,-2.021239519,-0.623984993,-0.792753041,-1.129078746,0.135342523,-0.503740013,-1.634069204,1.360164285,-1.383565307,-0.349680841,1.273788691,1.126518011,1.493138194,2.213344812,-2.024448872,2.113785744,-1.377343178,-0.843204498,0.103482418,-1.700383306,-2.227932692,-0.440948725,-0.025576284,-1.617884278,2.256865978,-1.467263579,-1.279266119
25.0,25.0,,0.065358803,-0.994878948,3.330119848,2.018273354,-1.870421767,1.668551207,-0.315939039,-0.959611237,-2.409072161,-0.993733168,1.262313247,-0.463875026,1.453229547,-0.778399467,-2.613808632,0.516623914,-1.871701002,-1.049137831,2.533391714,3.593914032,0.75267297,1.654679179,-2.192597866,0.031283148,1.721699953,-0.517420828,-0.812174797,0.544413209,-2.345088482,-2.634140253,0.491761297,-0.177697927,0.022590559,-0.823335886,1.018689394
25.0,25.0,,0.894109547,-0.888419628,2.566665173,2.800774813,-1.539714575,1.028703094,-0.313752383,-0.961341858,-2.080895185,-0.603200674,1.046561956,-0.813382924,-0.359075606,-0.837697208,-1.759207129,0.032128334,-1.97081852,-0.891669035,1.86794436,3.257365227,0.3459692,2.094034672,-2.24905467,0.716508329,-0.28481099,-0.452905595,0.267942101,-0.4142479,-2.251781702,-1.970650315,0.879268944,0.458487064,-0.280856639,-1.093934298,1.007861733
25.0,25.0,,-0.113989368,-0.861459374,2.588982344,1.901064873,-1.258861065,-1.744565368,1.337473273,-0.393762767,-1.110002756,0.678995252,1.181250334,0.602135301,0.331722647,-1.068606734,-0.115600899,-0.112856299,1.219128847,0.74907428,0.489365101,1.471797824,-0.808104455,2.880835772,-1.81572926,2.691980839,-1.697822213,-2.78428483,1.376110911,-0.018395012,-3.920148611,-2.006699324,0.8924914,-1.12541604,-2.755616665,-2.903451681,-2.048089743
25.0,36.0,,1.359914184,-2.285476446,0.249592364,0.014591987,-0.439228088,-0.857101321,0.32451722,1.745772243,-1.927546024,0.282287419,-0.373367906,-1.451351762,-0.242212206,-0.186459407,-0.051432941,1.459028125,-1.223726273,1.038483977,0.025439244,1.459017515,-0.628638327,1.093726039,-0.488256395,2.089423418,-0.765704989,-0.482592881,1.811949253,-0.014651115,-1.20020473,-1.04171288,-0.41280672,-0.694235146,1.970460773,-1.916576982,-2.199177265
25.0,36.0,,1.671727061,-2.072133303,-0.130158603,0.3749834,-2.126633883,-0.611978114,0.662606418,0.786566496,-2.071227789,-0.41982007,-1.25958848,-0.959496975,-0.692731857,-0.072598167,-0.045327082,1.266388893,-1.787349582,0.737794518,1.019698143,1.289071798,0.169340342,0.633403301,-0.199768275,2.025930166,-0.487058908,-0.670603037,1.507264853,-0.292556554,-0.970664442,-1.027621746,0.109689921,-1.041945815,1.913174748,-1.953183174,-2.340464115
25.0,25.0,,1.649714828,-3.655274868,1.409762383,1.253386259,-0.571941495,-1.036102295,1.789405107,2.062664509,-1.317916632,0.091046713,1.882376075,-2.073576927,0.719201267,-0.129046574,0.841366172,1.200932145,0.431485951,0.04151354,0.650308251,2.590539694,0.114290856,0.180130839,-1.906300783,2.796362638,-0.97253859,-1.431854129,0.841446698,1.873759627,-0.826607883,-1.817507029,-0.318849713,-1.221245646,0.197547123,-2.795998335,-1.101970911
25.0,25.0,,1.085911036,-1.750340581,2.022298574,0.793257833,-0.068732515,-0.12029963,1.457562685,0.526877046,-1.935339451,0.379630566,1.488180637,-0.100217506,-1.277407169,0.553174317,-1.27998817,0.593046308,-1.593789816,-0.809684873,1.500669479,1.045896292,-1.35999167,0.950811505,-1.542746186,1.610011458,-1.650676966,-1.833889008,0.992234886,0.122053519,-1.043674588,-1.640652895,0.993439913,0.008746807,-0.158229381,-1.32034564,-1.537468672
23.0,23.0,,-1.190492511,-0.85693568,1.367739916,1.097222567,-1.471461535,1.344105124,0.597227991,-0.642290294,0.358076125,0.454137027,-1.629874706,0.553048134,-1.244268417,-0.77851963,-1.866269231,0.834949613,0.286276281,2.085321426,0.565552115,0.358530402,-1.268073916,1.163594127,-2.435980797,1.989019871,-2.016990662,-0.537556946,0.704285204,-0.851162076,-2.28465414,0.959334314,0.123445511,-1.209125161,-3.06749773,-0.123512961,-1.497300506
